orde	waterlichaam_code	waterlichaam_naam	categorie	categorie_2	type	statuut	speerpunt_aandachtsgebied	Stroomgebied	bekken	beoordeling_eco	beoordeling_fc	totale_beoordeling_bio	beoordeling_hydmo	fb_eqr	fb_beoordeling	fb_jaar	fp_eqr	fp_beoordeling	fp_jaar	mf_eqr	mf_beoordeling	mf_jaar	mmif_eqr	mmif_beoordeling	mmif_jaar	vis_eqr	vis_beoordeling	vis_jaar	AantalBemonsterdeBiota	AantalNietRelevanteBiota	AantalRelevanteBiota	VerhoudingBemonsterdeBiotaTovRelevanteBiota
VL	VL05_200	SCHULENSMEER	meer	meer	Awe	Kunstmatig     	Andere         	 Schelde	Demer	4	3	4		0.71	Goed	2013	0.28	Ontoereikend	2018	NA	n.b.	NA	0.75	Goed	2014	0.55	Matig	2013-2018	4	0	5	4/mei
VL	VL05_201	SPAANJERD + HEERENLAAK	meer	meer	Awe	Kunstmatig     	Andere         	 Maas	Maas	3	3	3		0.62	Goed	2014	1	Goed	2018	NA	n.b.	NA	0.87	Goed	2014	0.55	Matig	2013-2018	4	0	5	4/mei
VL	VL05_202	SPUIKOM OOSTENDE	meer	meer	Bs	Kunstmatig     	Andere         	 Schelde	Brugse Polders	3	3	2		NA	n.r.	NA	0.87	Goed	2018	NA	n.r.	NA	NA	n.r.	NA	NA	n.r.		1	4	1	1/jan
L1	L107_885	HEESWATER	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Maas	Beneden-Schelde	4	3	4	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.3	Ontoereikend	2017	0.651	Goed	2013-2018	2	1	4	2/apr
L1	L107_890	BEEK - DE BUTH (TONGEREN)	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Maas	Maas	5	3	5	Matig	NA	n.b.	NA	NA	n.r.	NA	0.17	Slecht	2016	0.55	Matig	2016	0.23	Slecht	2013-2018	3	1	4	3/apr
VL	VL05_23	ZWIN	kustwater	kustwater	K1	Natuurlijk     	Andere         	 Schelde	Brugse Polders	n.b.	NA	n.b.		NA	n.v.t.	NA	NA	n.b.	NA	NA	n.b.	NA	NA	n.b.	NA	NA	n.r.		0	1	4	0/4
L1	L107_892	BEEK (VOEREN)	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Maas	Maas	5	3	5	Matig	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.25	Slecht	2016	0.29	Ontoereikend	2013-2018	2	1	4	2/apr
L1	L107_92	MAALBEEK (LEIEBEKKEN)	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Leie	5	3	5	Matig	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.5	Matig	2016	0	Slecht	2013-2018	2	1	4	2/apr
L1	L107_97	KASSELRIJBEEK - WEST	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Leie	5	3	5	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.1	Slecht	2015	0	Slecht	2013-2018	2	1	4	2/apr
L1	L111_1001	MARTJEVAART - LEKKERBOTERBEEK	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Ijzer	5	3	5	Matig	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.35	Ontoereikend	2014	0.2	Slecht	2013-2018	2	1	4	2/apr
L1	L111_1003	GELUWEBEEK	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Leie	4	3	4	Matig	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.35	Ontoereikend	2016	0.3	Ontoereikend	2013-2018	2	1	4	2/apr
L1	L111_1004	RIJTGRACHT	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Boven-Schelde	4	3	4	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.6	Matig	2017	0.3	Ontoereikend	2013-2018	2	1	4	2/apr
L1	L111_1022	MOLENBEEK (RONSE)	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Boven-Schelde	4	3	4	Matig	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.35	Ontoereikend	2018	0.43	Ontoereikend	2013-2018	2	1	4	2/apr
L1	L111_1024	BAVEGEMSE BEEK	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Beneden-Schelde	4	3	4	Matig	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.5	Matig	2017	0.29	Ontoereikend	2013-2018	2	1	4	2/apr
L1	L111_1027	GROOTEBEEK	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Dender	4	3	4	Matig	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.35	Ontoereikend	2017	0.4	Ontoereikend	2013-2018	2	1	4	2/apr
L1	L111_1032	DIJKGRACHT	rivier	rivier	Pz	Sterk Veranderd	Andere         	 Schelde	Beneden-Schelde	3	3	3	Matig	NA	n.b.	NA	NA	n.r.	NA	0.6	Goed	2018	0.5	Matig	2018	0.6	Matig	2013-2018	3	1	4	3/apr
L1	L111_1044	KASTEELBEEK	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Ijzer	5	3	5	Matig	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.25	Slecht	2018	0.4	Ontoereikend	2013-2018	2	1	4	2/apr
VL	VL05_4	HEIDEBEEK	rivier	rivier	Bg	Natuurlijk     	Andere         	 Schelde	Ijzer	5	3	5	Goed	NA	n.b.	NA	NA	n.r.	NA	0.43	Matig	2014	0.25	Slecht	2016	0.6	Matig	2013-2018	3	1	4	3/apr
L1	L111_1049	MUNTLOOP	rivier	rivier	BkK	Sterk Veranderd	Aandachtsgebied	 Maas	Maas	4	3	4	Matig	NA	n.b.	NA	NA	n.r.	NA	0.28	Ontoereikend	2016	0.7	Goed	2016	0.45	Matig	2013-2018	3	1	4	3/apr
L1	L111_1053	MOUBEEK	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Brugse Polders	5	3	5	Matig	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.25	Slecht	2014	0.3	Ontoereikend	2013-2018	2	1	4	2/apr
L1	L111_1054	GOORBOSBEEK	rivier	rivier	Bk	Sterk Veranderd	Aandachtsgebied	 Schelde	Nete	4	3	4	Matig	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.45	Ontoereikend	2016	0.465	Matig	2013-2018	2	1	4	2/apr
L1	L111_1059	ZIELBEEK - BOSBEEK L1	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Beneden-Schelde	5	3	5	Matig	NA	n.b.	NA	NA	n.r.	NA	0.3	Ontoereikend	2018	0.5	Matig	2018	0.2	Slecht	2013-2018	3	1	4	3/apr
L1	L111_1070	WIMP L1	rivier	rivier	BkK	Sterk Veranderd	Andere         	 Schelde	Nete	4	3	4	Matig	NA	n.b.	NA	NA	n.r.	NA	0.4	Matig	2017	0.35	Ontoereikend	2017	0.48	Matig	2013-2018	3	1	4	3/apr
L1	L111_1071	GOORLOOP	rivier	rivier	BkK	Sterk Veranderd	Aandachtsgebied	 Schelde	Nete	5	3	5	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.15	Slecht	2018	0.2	Slecht	2013-2018	2	1	4	2/apr
L1	L111_1075	MELSTERBEEK L1	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Demer	5	3	5	Matig	NA	n.b.	NA	NA	n.r.	NA	0.03	Slecht	2017	0.65	Matig	2017	0	Slecht	2013-2018	3	1	4	3/apr
L1	L111_1076	CICINDRIA	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Demer	5	3	5	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.45	Ontoereikend	2017	0	Slecht	2013-2018	2	1	4	2/apr
VL	VL05_53	OUDE MANDEL	rivier	rivier	Bg	Natuurlijk     	Andere         	 Schelde	Leie	4	3	4	Matig	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.6	Matig	2017	0.38	Ontoereikend	2013-2018	2	1	4	2/apr
L1	L111_1077	MOLENBEEK (SINT-TRUIDEN)	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Demer	5	3	5	Matig	NA	n.b.	NA	NA	n.r.	NA	0.37	Ontoereikend	2018	0.4	Ontoereikend	2018	0	Slecht	2013-2018	3	1	4	3/apr
L1	L111_1082	SLANGBEEK	rivier	rivier	BkK	Sterk Veranderd	Andere         	 Schelde	Demer	4	3	4	Matig	NA	n.b.	NA	NA	n.r.	NA	0.2	Ontoereikend	2017	0.7	Goed	2017	0.355	Ontoereikend	2013-2018	3	1	4	3/apr
L1	L111_1084	MANDEL L1	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Leie	5	3	5	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.35	Ontoereikend	2017	0.2	Slecht	2013-2018	2	1	4	2/apr
L1	L111_1089	WITBEEK	rivier	rivier	BkK	Sterk Veranderd	Aandachtsgebied	 Maas	Maas	4	3	4	Matig	NA	n.b.	NA	NA	n.r.	NA	0.43	Matig	2017	0.75	Goed	2017	0.436667	Ontoereikend	2013-2018	3	1	4	3/apr
L1	L111_1090	ZANDERBEEK	rivier	rivier	BkK	Sterk Veranderd	Aandachtsgebied	 Maas	Maas	5	3	5	Matig	NA	n.b.	NA	NA	n.r.	NA	0.18	Slecht	2016	0.75	Goed	2016	0.378333	Ontoereikend	2013-2018	3	1	4	3/apr
L1	L111_1091	KIKBEEK	rivier	rivier	BkK	Sterk Veranderd	Aandachtsgebied	 Maas	Maas	4	3	4	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	0.28	Ontoereikend	2016	0.55	Matig	2016	0.415	Ontoereikend	2013-2018	3	1	4	3/apr
L1	L111_1092	ZOUW	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Maas	Maas	5	3	5	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.4	Ontoereikend	2018	0.23	Slecht	2013-2018	2	1	4	2/apr
L1	L111_1093	EZELSBEEK	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Maas	Maas	5	3	5	Matig	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.55	Matig	2016	0.2	Slecht	2013-2018	2	1	4	2/apr
L1	L111_1097	KASSELRIJBEEK - OOST	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Leie	5	3	5	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.1	Slecht	2015	0	Slecht	2013-2018	2	1	4	2/apr
L1	L111_1098	KEIBEEK	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Leie	5	3	5	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.3	Ontoereikend	2014	0.2	Slecht	2013-2018	2	1	4	2/apr
VL	VL05_77	DIJLE I	rivier	rivier	Rg	Natuurlijk     	Aandachtsgebied	 Schelde	Dijle Zenne	3	3	3	Goed	0.42	Matig	2017	1	Zeer goed	2018	0.5	Matig	2016	0.55	Matig	2016	0.4525	Matig	2013-2018	5	0	5	5/mei
L1	L111_1099	GAVERSE BEEK (BECQUE DE NEUVILLE)	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Leie	5	3	5	Matig	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.2	Slecht	2014	0.3	Ontoereikend	2013-2018	2	1	4	2/apr
VL	VL05_85	LEIBEEK - LAAKBEEK	rivier	rivier	Bg	Natuurlijk     	Aandachtsgebied	 Schelde	Dijle Zenne	4	3	4	Matig	0.31	Ontoereikend	2018	NA	n.r.	NA	0.5	Matig	2017	0.65	Matig	2018	0.275	Ontoereikend	2013-2018	4	1	4	4/apr
VL	VL05_86	NETHEN	rivier	rivier	Bg	Natuurlijk     	Aandachtsgebied	 Schelde	Dijle Zenne	4	3	4	Matig	0.67	Goed	2016	NA	n.r.	NA	0.6	Goed	2016	0.45	Ontoereikend	2016	0.6	Matig	2013-2018	4	1	4	4/apr
L1	L111_1106	DONKSE BEEK	rivier	rivier	Pz	Sterk Veranderd	Andere         	 Schelde	Beneden-Schelde	5	3	5	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	0.02	Slecht	2018	0.5	Matig	2015	0.6	Matig	2013-2018	3	1	4	3/apr
L1	L111_1110	EDE	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Brugse Polders	3	3	3	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	0.53	Matig	2014	0.5	Matig	2015	0.45	Matig	2013-2018	3	1	4	3/apr
L1	L111_1112	ISABELLASTROOM	rivier	rivier	Bk	Sterk Veranderd	Andere         	 Schelde	Gentse Kanalen	5	3	5	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	0.56	Matig	2016	0.85	Goed	2017	0.2	Slecht	2013-2018	3	1	4	3/apr
L1	L111_1201	S HERTOGENDIJKSE BEEK	rivier	rivier	Pz	Sterk Veranderd	Andere         	 Schelde	Beneden-Schelde	3	3	3	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	0.8	Goed	2018	0.5	Matig	2015	0.6	Matig	2013-2018	3	1	4	3/apr
L1	L111_844	STIEMER	rivier	rivier	BkK	Sterk Veranderd	Aandachtsgebied	 Schelde	Demer	4	3	4	Matig	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.35	Ontoereikend	2013	0.45	Matig	2013-2018	2	1	4	2/apr
L1	L117_1068	HERTSBERGEBEEK - GETEBEEK	rivier	rivier	Bk	Sterk Veranderd	Aandachtsgebied	 Schelde	Brugse Polders	5	3	5	Matig	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.5	Matig	2017	0.2	Slecht	2013-2018	2	1	4	2/apr
L1	L117_1073	RIVIERBEEK	rivier	rivier	Bk	Sterk Veranderd	Aandachtsgebied	 Schelde	Brugse Polders	5	3	5		NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	NA	n.b.	NA	0.23	Slecht	2013-2018	1	1	4	1/apr
L1	L117_233	RINGBEEK	rivier	rivier	Bk	Sterk Veranderd	Aandachtsgebied	 Schelde	Brugse Polders	n.b.	3	n.b.		NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	NA	n.b.	NA	NA	n.b.		0	1	4	0/4
VL	VL08_125	GROTE NETE III	rivier	rivier	BgK	Natuurlijk     	Aandachtsgebied	 Schelde	Nete	5	3	5	Matig	0.41	Matig	2016	NA	n.r.	NA	0	Slecht	2016	0.5	Matig	2016	0.565	Matig	2013-2018	4	1	4	4/apr
L1	L117_673	KLEIN SCHIJN (NOORDELIJK DEEL)	rivier	rivier	BkK	Sterk Veranderd	Andere         	 Schelde	Beneden-Schelde	3	3	3	Zeer goed	NA	n.b.	NA	NA	n.r.	NA	0.5	Matig	2018	0.65	Matig	2018	0.52	Matig	2013-2018	3	1	4	3/apr
VL	VL08_157	ISABELLAWATERING	rivier	rivier	Rk	Kunstmatig     	Andere         	 Schelde	Gentse Kanalen	3	3	3	Ontoereikend	0.78	Goed	2018	NA	n.r.	NA	0.73	Goed	2015	0.9	Goed	2018	0.5	Matig	2013-2018	4	1	4	4/apr
L1	L117_675	KLEIN SCHIJN (ZUIDELIJK DEEL)	rivier	rivier	BkK	Sterk Veranderd	Aandachtsgebied	 Schelde	Beneden-Schelde	5	3	5		NA	n.b.	NA	NA	n.r.	NA	0	Slecht	2018	0.5	Matig	2018	0.515	Matig	2013-2018	3	1	4	3/apr
VL	VL08_162	KANAAL GENT-OOSTENDE I + COUPURE + VERBINDINGSKANAAL	rivier	rivier	Rg	Kunstmatig     	Andere         	 Schelde	Gentse Kanalen	3	3	3	Ontoereikend	0.81	Goed	2018	0.62	Goed	2018	NA	n.r.	NA	0.55	Goed	2016	0.481667	Matig	2013-2018	4	1	4	4/apr
VL	VL08_164	KANAAL GENT-OOSTENDE III	rivier	rivier	Rg	Kunstmatig     	Andere         	 Schelde	Brugse Polders	5	3	5	Ontoereikend	0.7	Goed	2016	0.64	Goed	2018	NA	n.r.	NA	0.2	Slecht	2018	0.481667	Matig	2013-2018	4	1	4	4/apr
VL	VL08_172	LEOPOLDKANAAL I	rivier	rivier	Rk	Kunstmatig     	Andere         	 Schelde	Gentse Kanalen	4	3	4	Ontoereikend	0.51	Matig	2016	NA	n.r.	NA	0.33	Ontoereikend	2016	0.4	Ontoereikend	2018	0.5	Matig	2013-2018	4	1	4	4/apr
VL	VL08_173	LEOPOLDKANAAL II	rivier	rivier	Rk	Kunstmatig     	Andere         	 Schelde	Brugse Polders	4	3	4	Ontoereikend	0.48	Matig	2017	NA	n.r.	NA	0.27	Ontoereikend	2017	0.25	Ontoereikend	2017	0.2	Ontoereikend	2013-2018	4	1	4	4/apr
VL	VL08_176	NETEKANAAL	rivier	rivier	Rg	Kunstmatig     	Andere         	 Schelde	Nete	4	3	4	Ontoereikend	0.76	Goed	2016	1	Goed	2018	NA	n.r.	NA	0.45	Ontoereikend	2016	0.433333	Matig	2013-2018	4	1	4	4/apr
VL	VL08_178	NOORDELIJKE RINGVAART	rivier	rivier	Rg	Kunstmatig     	Andere         	 Schelde	Gentse Kanalen	4	3	4	Ontoereikend	0.55	Matig	2018	0.64	Goed	2018	NA	n.r.	NA	0.35	Ontoereikend	2018	0.481667	Matig	2013-2018	4	1	4	4/apr
VL	VL08_179	WESTELIJKE RINGVAART	rivier	rivier	Rg	Kunstmatig     	Andere         	 Schelde	Gentse Kanalen	4	3	4	Ontoereikend	0.51	Matig	2018	0.73	Goed	2018	NA	n.r.	NA	0.4	Ontoereikend	2016	0.481667	Matig	2013-2018	4	1	4	4/apr
L1	L117_813	HERKEBEEK	rivier	rivier	Bk	Sterk Veranderd	Aandachtsgebied	 Schelde	Demer	3	3	3		NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.6	Matig	2018	NA	n.b.		1	1	4	1/apr
VL	VL05_105	GETE I	rivier	rivier	Rk	Sterk Veranderd	Andere         	 Schelde	Demer	3	3	3	Matig	NA	n.b.	NA	NA	n.r.	NA	0.42	Matig	2018	0.85	Goed	2018	0.5	Matig	2013-2018	3	1	4	3/apr
VL	VL05_3	HANDZAMEVAART	rivier	rivier	Bg	Sterk Veranderd	Andere         	 Schelde	Ijzer	3	3	3	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.45	Matig	2018	0.43	Matig	2013-2018	2	1	4	2/apr
VL	VL05_36	VERLEGDE SCHIJN - VOORGRACHT	rivier	rivier	BgK	Sterk Veranderd	Andere         	 Schelde	Beneden-Schelde	4	3	4	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	0.43	Matig	2018	0.45	Matig	2018	0.37	Ontoereikend	2013-2018	3	1	4	3/apr
VL	VL05_44	DEVEBEEK	rivier	rivier	Bg	Sterk Veranderd	Andere         	 Schelde	Leie	5	3	5	Matig	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.25	Slecht	2016	0.1	Slecht	2013-2018	2	1	4	2/apr
VL	VL05_45	GAVERBEEK I	rivier	rivier	Bg	Sterk Veranderd	Andere         	 Schelde	Leie	4	3	4	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.55	Matig	2017	0.243333	Ontoereikend	2013-2018	2	1	4	2/apr
VL	VL05_46	GAVERBEEK II	rivier	rivier	Bg	Sterk Veranderd	Andere         	 Schelde	Leie	4	3	4	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.5	Matig	2017	0.243333	Ontoereikend	2013-2018	2	1	4	2/apr
VL	VL05_51	MANDEL I	rivier	rivier	Bg	Sterk Veranderd	Andere         	 Schelde	Leie	5	3	5	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.2	Slecht	2018	0.1	Slecht	2013-2018	2	1	4	2/apr
VL	VL05_52	MANDEL II	rivier	rivier	Bg	Sterk Veranderd	Andere         	 Schelde	Leie	5	3	5	Matig	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.2	Slecht	2018	0.38	Ontoereikend	2013-2018	2	1	4	2/apr
VL	VL05_89	VUNT	rivier	rivier	Bg	Sterk Veranderd	Andere         	 Schelde	Dijle Zenne	3	3	3	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	0.48	Matig	2017	0.7	Goed	2017	0.45	Goed	2013-2018	3	1	4	3/apr
VL	VL05_90	WEESBEEK	rivier	rivier	Bg	Sterk Veranderd	Aandachtsgebied	 Schelde	Dijle Zenne	4	3	4	Goed	NA	n.b.	NA	NA	n.r.	NA	0.66	Goed	2017	0.75	Goed	2018	0.275	Ontoereikend	2013-2018	3	1	4	3/apr
VL	VL05_94	ZUUNBEEK	rivier	rivier	Bg	Sterk Veranderd	Aandachtsgebied	 Schelde	Dijle Zenne	3	3	3	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	0.49	Matig	2016	0.55	Matig	2017	0.37	Matig	2013-2018	3	1	4	3/apr
VL	VL09_78	DIJLE II	rivier	rivier	Rg	Natuurlijk     	Aandachtsgebied	 Schelde	Dijle Zenne	3	3	3	Goed	0.42	Matig	2017	1	Zeer goed	2018	0.5	Matig	2016	0.55	Matig	2016	0.51	Matig	2013-2018	5	0	5	5/mei
VL	VL11_10	MARTJEVAART	rivier	rivier	Bg	Sterk Veranderd	Andere         	 Schelde	Ijzer	4	3	4	Matig	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.3	Ontoereikend	2016	0.58	Matig	2013-2018	2	1	4	2/apr
VL	VL11_11	MOERDIJKVAART	rivier	rivier	Bg	Sterk Veranderd	Andere         	 Schelde	Ijzer	5	3	5	Ontoereikend	NA	n.b.	NA	NA	n.r.	NA	0	Slecht	2018	0.5	Matig	2016	0.43	Matig	2013-2018	3	1	4	3/apr
VL	VL11_207	MELSTERBEEK I+II	rivier	rivier	Bg	Sterk Veranderd	Andere         	 Schelde	Demer	3	3	3	Matig	NA	n.b.	NA	NA	n.r.	NA	0.43	Matig	2017	0.7	Goed	2017	0.515	Matig	2013-2018	3	1	4	3/apr
VL	VL17_35	VERLEGDE SCHIJN - HOOFDGRACHT	rivier	rivier	BgK	Sterk Veranderd	Andere         	 Schelde	Beneden-Schelde	5	3	5	Slecht	NA	n.b.	NA	NA	n.r.	NA	NA	n.b.	NA	0.45	Matig	2018	0	Slecht	2013-2018	2	1	4	2/apr
L1	L107_122	HET GELEED	rivier	rivier	Pb	Sterk Veranderd	Andere         	 Schelde	Brugse Polders	4	3	4	Ontoereikend	NA	n.r.	NA	NA	n.r.	NA	1	Goed	2015	0.5	Matig	2017	0.335	Ontoereikend	2013-2018	3	2	3	3/mrt
VL	VL11_117	ZWARTEBEEK	rivier	rivier	BgK	Natuurlijk     	Speerpuntgebied	 Schelde	Demer	3	3	3	Matig	0.59	Matig	2018	NA	n.r.	NA	0.6	Goed	2018	0.68	Matig	2018	0.48	Matig	2013-2018	4	1	4	4/apr
L1	L107_130	KLEINE GEUL	rivier	rivier	Pb	Sterk Veranderd	Andere         	 Schelde	Brugse Polders	4	3	4	Ontoereikend	NA	n.r.	NA	NA	n.r.	NA	1	Goed	2014	0.3	Ontoereikend	2017	0.45	Matig	2013-2018	3	2	3	3/mrt
VL	VL11_123	GROTE NETE I	rivier	rivier	BgK	Natuurlijk     	Speerpuntgebied	 Schelde	Nete	4	3	4	Matig	0.53	Matig	2016	NA	n.r.	NA	0.33	Ontoereikend	2016	0.95	Zeer goed	2016	0.526667	Matig	2013-2018	4	1	4	4/apr
VL	VL11_126	KLEINE NETE I	rivier	rivier	BgK	Natuurlijk     	Speerpuntgebied	 Schelde	Nete	3	3	3	Matig	0.59	Matig	2016	NA	n.r.	NA	0.65	Goed	2016	0.75	Goed	2016	0.6	Matig	2013-2018	4	1	4	4/apr
L1	L107_133	BLANKENBERGSEVAART L1	rivier	rivier	Pb	Sterk Veranderd	Andere         	 Schelde	Brugse Polders	4	3	4	Ontoereikend	NA	n.r.	NA	NA	n.r.	NA	0.25	Ontoereikend	2016	NA	n.b.	NA	0.485	Matig	2013-2018	2	2	3	2/mrt
L1	L107_143	GROOT ZWIN - NOORDGELEED	rivier	rivier	Pb	Sterk Veranderd	Andere         	 Schelde	Brugse Polders	5	3	5	Matig	NA	n.r.	NA	NA	n.r.	NA	0.08	Slecht	2017	0.57	Matig	2016	0.45	Matig	2013-2018	3	2	3	3/mrt
L1	L107_149	PROVINCIEGELEED	rivier	rivier	Pb	Sterk Veranderd	Andere         	 Schelde	Ijzer	5	3	5	Ontoereikend	NA	n.r.	NA	NA	n.r.	NA	0.1	Slecht	2017	0.6	Goed	2014	0.49	Matig	2013-2018	3	2	3	3/mrt
VL	VL11_133	ABEEK	rivier	rivier	BgK	Natuurlijk     	Speerpuntgebied	 Maas	Maas	3	3	3	Matig	0.63	Goed	2018	NA	n.r.	NA	0.47	Matig	2018	0.8	Goed	2018	0.563333	Matig	2013-2018	4	1	4	4/apr
L1	L107_150	GRANINGATEVLIET	rivier	rivier	Pb	Sterk Veranderd	Andere         	 Schelde	Ijzer	4	3	4	Ontoereikend	NA	n.r.	NA	NA	n.r.	NA	NA	n.b.	NA	0.25	Ontoereikend	2016	0.35	Ontoereikend	2013-2018	2	2	3	2/mrt
VL	VL11_155	BRUGSE REIEN	meer	meer	Ai	Kunstmatig     	Andere         	 Schelde	Brugse Polders	4	3	4		0.59	Matig	2017	0.28	Ontoereikend	2018	NA	n.r.	NA	0.5	Matig	2017	NA	n.b.		3	1	4	3/apr
VL	VL11_165	KANAAL GENT-TERNEUZEN + GENTSE HAVENDOKKEN	rivier	rivier	Rg	Kunstmatig     	Andere         	 Schelde	Gentse Kanalen	n.b.	3	n.b.	Ontoereikend	NA	n.b.	2018	NA	n.b.	2018	NA	n.r.	NA	NA	n.b.	2018	NA	n.b.		0	1	4	0/4
VL	VL11_181	ZEEKANAAL BRUSSEL-SCHELDE	rivier	rivier	Rg	Kunstmatig     	Andere         	 Schelde	Beneden-Schelde	4	3	4	Slecht	0.79	Goed	2018	0.78	Goed	2018	NA	n.r.	NA	0.3	Ontoereikend	2018	0.251667	Ontoereikend	2013-2018	4	1	4	4/apr
L1	L107_202	OOSTPOLDERKREEK	rivier	rivier	Pb	Sterk Veranderd	Andere         	 Schelde	Gentse Kanalen	5	3	5	Ontoereikend	NA	n.r.	NA	NA	n.r.	NA	0	Slecht	2016	0.2	Ontoereikend	2017	0.35	Ontoereikend	2013-2018	3	2	3	3/mrt
L1	L107_213	EEKLOSE WATERGANG	rivier	rivier	Pb	Sterk Veranderd	Andere         	 Schelde	Brugse Polders	4	3	4	Ontoereikend	NA	n.r.	NA	NA	n.r.	NA	0.7	Goed	2015	0.8	Goed	2014	0.35	Ontoereikend	2013-2018	3	2	3	3/mrt
VL	VL11_205	DEMER III+IV	rivier	rivier	Rk	Natuurlijk     	Andere         	 Schelde	Demer	3	3	3	Matig	NA	n.b.	NA	NA	n.r.	NA	0.6	Goed	2016	0.55	Matig	2016	0.49	Matig	2013-2018	3	1	4	3/apr
L1	L107_328	ZUIDELIJKE WATERGANG	rivier	rivier	Pb	Sterk Veranderd	Andere         	 Schelde	Beneden-Schelde	5	3	5	Ontoereikend	NA	n.r.	NA	NA	n.r.	NA	0.4	Matig	2018	0.1	Slecht	2018	0.6	Matig	2013-2018	3	2	3	3/mrt
