jaar	rand	opp
2012	0.995327103	2.14
2015	0.995327103	4.28
2012	0.995337995	4.29
2012	0.995337995	4.29
2015	0.995348837	2.15
2015	0.995348837	2.15
2015	0.995348837	2.15
2012	0.995348837	4.3
2015	0.995359629	4.31
2015	0.995364238	15.1
2012	0.99537037	2.16
2015	0.99537037	2.16
2015	0.99537037	2.16
2015	0.99537037	4.32
2015	0.995377504	6.49
2012	0.995391705	2.17
2015	0.995391705	2.17
2015	0.995391705	2.17
2009	0.995398773	6.52
2009	0.995402299	4.35
2012	0.995402299	4.35
2009	0.995412844	2.18
2009	0.995412844	2.18
2009	0.995412844	2.18
2012	0.995412844	2.18
2012	0.995412844	2.18
2015	0.995412844	2.18
2009	0.995412844	4.36
2015	0.995412844	4.36
2012	0.995426829	6.56
2015	0.995426829	13.12
2009	0.995430312	13.13
2012	0.99543379	2.19
2012	0.99543379	2.19
2012	0.99543379	2.19
2012	0.99543379	2.19
2015	0.99543379	2.19
2015	0.99543379	2.19
2015	0.99543379	4.38
2009	0.995444191	4.39
2015	0.995444191	4.39
2012	0.995454545	2.2
2012	0.995454545	2.2
2015	0.995454545	2.2
2015	0.995454545	2.2
2009	0.995454545	8.8
2015	0.995468278	6.62
2009	0.995475113	2.21
2012	0.995475113	2.21
2012	0.995475113	2.21
2012	0.995475113	2.21
2015	0.995475113	2.21
2015	0.995475113	2.21
2009	0.995495495	2.22
2012	0.995495495	2.22
2015	0.995495495	2.22
2015	0.995495495	2.22
2009	0.995495495	4.44
2012	0.995505618	4.45
2015	0.995508982	6.68
2009	0.995515695	2.23
2009	0.995515695	2.23
2009	0.995515695	2.23
2012	0.995515695	2.23
2015	0.995515695	2.23
2015	0.995515695	2.23
2015	0.995515695	4.46
2015	0.995515695	4.46
2015	0.995515695	6.69
2015	0.995525727	8.94
2009	0.995526394	33.53
2012	0.995535714	2.24
2015	0.995535714	2.24
2015	0.995535714	2.24
2012	0.995535714	4.48
2015	0.995535714	4.48
2012	0.995535714	6.72
2012	0.995535714	6.72
2012	0.995535714	6.72
2009	0.995545657	4.49
2015	0.995555556	2.25
2009	0.995555556	4.5
2012	0.995555556	4.5
2015	0.99556541	4.51
2009	0.995575221	2.26
2009	0.995575221	2.26
2009	0.995575221	2.26
2015	0.995575221	2.26
2015	0.995575221	2.26
2015	0.995575221	2.26
2009	0.995575221	4.52
2012	0.995588235	6.8
2009	0.995594714	2.27
2012	0.995594714	2.27
2012	0.995594714	2.27
2012	0.995594714	2.27
2012	0.995594714	4.54
2009	0.995614035	2.28
2012	0.995614035	2.28
2015	0.995614035	2.28
2015	0.995614035	2.28
2015	0.995614035	2.28
2009	0.995620438	6.85
2009	0.995623632	4.57
2009	0.995633188	2.29
2012	0.995633188	2.29
2015	0.995633188	2.29
2012	0.995633188	4.58
2009	0.995642702	4.59
2012	0.995642702	4.59
2009	0.995652174	2.3
2015	0.995652174	2.3
2015	0.995652174	2.3
2012	0.995663487	11.53
2012	0.995670996	2.31
2012	0.995670996	2.31
2009	0.995670996	6.93
2009	0.995683453	6.95
2012	0.995683453	6.95
2009	0.995689655	2.32
2012	0.995689655	2.32
2015	0.995689655	2.32
2015	0.995689655	2.32
2009	0.995708155	2.33
2009	0.995708155	2.33
2012	0.995708155	2.33
2012	0.995708155	2.33
2012	0.995708155	2.33
2015	0.995708155	6.99
2009	0.995726496	2.34
2012	0.995726496	2.34
2015	0.995726496	2.34
2015	0.995726496	2.34
2009	0.995726496	4.68
2015	0.995735608	4.69
2009	0.995744681	2.35
2009	0.995744681	2.35
2009	0.995744681	2.35
2012	0.995744681	2.35
2015	0.995744681	2.35
2009	0.995744681	4.7
2009	0.995744681	4.7
2015	0.995757319	23.57
2009	0.995762712	2.36
2009	0.995762712	2.36
2009	0.995762712	2.36
2009	0.995762712	2.36
2012	0.995762712	2.36
2012	0.995762712	2.36
2012	0.995762712	2.36
2012	0.995762712	2.36
2015	0.995762712	2.36
2009	0.99577167	4.73
2012	0.995776135	9.47
2009	0.995780591	2.37
2009	0.995780591	2.37
2012	0.995780591	2.37
2015	0.995780591	2.37
2015	0.995780591	2.37
2015	0.995780591	2.37
2012	0.995780591	4.74
2012	0.995789474	4.75
2012	0.995793901	19.02
2009	0.995798319	2.38
2012	0.995798319	2.38
2012	0.995798319	2.38
2012	0.995798319	2.38
2015	0.995798319	2.38
2015	0.995798319	2.38
2009	0.9958159	2.39
2012	0.9958159	2.39
2012	0.9958159	2.39
2012	0.9958159	2.39
2015	0.9958159	2.39
2015	0.9958159	2.39
2015	0.9958159	2.39
2012	0.9958159	4.78
2015	0.9958159	4.78
2015	0.995824635	4.79
2012	0.995833333	2.4
2012	0.995833333	2.4
2012	0.995833333	2.4
2012	0.995833333	2.4
2015	0.995833333	2.4
2015	0.995833333	2.4
2015	0.995833333	2.4
2015	0.995833333	4.8
2012	0.995847176	12.04
2009	0.995850622	2.41
2009	0.995850622	2.41
2012	0.995850622	2.41
2015	0.995850622	2.41
2012	0.995850622	4.82
2009	0.995850622	7.23
2015	0.995862069	7.25
2009	0.995867769	2.42
2009	0.995884774	2.43
2009	0.995884774	2.43
2009	0.995884774	2.43
2012	0.995884774	2.43
2015	0.995884774	2.43
2015	0.995884774	2.43
2009	0.995884774	4.86
2009	0.995884774	4.86
2015	0.995884774	4.86
2012	0.995884774	7.29
2009	0.995890411	14.6
2009	0.995893224	4.87
2009	0.995897436	9.75
2012	0.995899959	24.39
2009	0.995901639	2.44
2012	0.995901639	2.44
2012	0.995901639	2.44
2012	0.995901639	2.44
2015	0.99591002	4.89
2012	0.995912807	7.34
2009	0.995918367	2.45
2015	0.995918367	2.45
2009	0.995918367	4.9
2009	0.99592668	4.91
2015	0.995928339	12.28
2009	0.995931652	12.29
2015	0.995934959	2.46
2015	0.995939086	9.85
2009	0.995951417	2.47
2012	0.995951417	2.47
2012	0.995951417	2.47
2012	0.995951417	2.47
2015	0.995951417	7.41
2009	0.995967742	2.48
2009	0.995967742	2.48
2012	0.995967742	2.48
2012	0.995967742	2.48
2015	0.995967742	2.48
2015	0.995979899	9.95
2009	0.995983936	2.49
2015	0.995983936	2.49
2009	0.99599466	14.98
2009	0.996	2.5
2009	0.996	2.5
2012	0.996	2.5
2015	0.996	2.5
2012	0.996	10
2009	0.996010638	7.52
2009	0.996015936	2.51
2009	0.996015936	2.51
2009	0.996015936	2.51
2012	0.996015936	2.51
2015	0.996015936	2.51
2015	0.996015936	2.51
2015	0.996015936	5.02
2015	0.996015936	20.08
2015	0.996025437	12.58
2009	0.996031746	2.52
2009	0.996031746	2.52
2012	0.996031746	2.52
2012	0.996031746	2.52
2012	0.996031746	2.52
2015	0.996031746	2.52
2015	0.996031746	2.52
2009	0.996031746	5.04
2015	0.996031746	5.04
2009	0.996039604	5.05
2012	0.996042216	7.58
2012	0.996047431	2.53
2015	0.996047431	2.53
2015	0.996047431	2.53
2015	0.996047431	5.06
2009	0.996055227	5.07
2012	0.996055227	5.07
2012	0.996062992	2.54
2012	0.996062992	2.54
2015	0.996062992	2.54
2015	0.996062992	2.54
2009	0.996062992	5.08
2015	0.996070727	5.09
2012	0.996078431	2.55
2012	0.996078431	2.55
2015	0.996078431	2.55
2009	0.996078431	5.1
2009	0.99609375	2.56
2009	0.99609375	2.56
2009	0.99609375	2.56
2012	0.99609375	2.56
2012	0.99609375	2.56
2015	0.99609375	2.56
2009	0.996108949	2.57
2012	0.996108949	2.57
2012	0.996108949	2.57
2015	0.996108949	2.57
2015	0.996108949	2.57
2012	0.996108949	5.14
2009	0.996116505	5.15
2009	0.996124031	2.58
2009	0.996124031	2.58
2015	0.996124031	2.58
2015	0.996124031	2.58
2012	0.996124031	5.16
2015	0.996131528	5.17
2015	0.996131528	5.17
2012	0.996138996	2.59
2015	0.996138996	2.59
2012	0.996138996	5.18
2012	0.996153846	2.6
2012	0.996153846	2.6
2015	0.996153846	2.6
2015	0.996153846	5.2
2012	0.996153846	7.8
2012	0.996153846	26
2012	0.996168582	2.61
2015	0.996168582	7.83
2009	0.996183206	2.62
2012	0.996183206	2.62
2015	0.996183206	2.62
2015	0.996183206	5.24
2012	0.996190476	5.25
2015	0.996194101	10.51
2009	0.996197719	2.63
2009	0.996197719	2.63
2012	0.996197719	2.63
2012	0.996197719	2.63
2015	0.996197719	2.63
2012	0.996197719	5.26
2015	0.996197719	5.26
2009	0.996212121	2.64
2012	0.996219282	5.29
2012	0.996222852	10.59
2015	0.996226415	2.65
2015	0.996226415	2.65
2015	0.996226415	2.65
2009	0.996226415	5.3
2015	0.996231156	7.96
2012	0.996233522	5.31
2009	0.996240602	2.66
2012	0.996240602	2.66
2015	0.996240602	2.66
2009	0.996244131	21.3
2015	0.996245307	7.99
2009	0.996254682	2.67
2009	0.996254682	5.34
2009	0.996261682	10.7
2015	0.996268657	2.68
2009	0.996282528	2.69
2012	0.996282528	2.69
2015	0.996282528	2.69
2015	0.996282528	2.69
2009	0.996296296	2.7
2009	0.996296296	2.7
2009	0.996296296	2.7
2012	0.996296296	2.7
2015	0.996296296	2.7
2009	0.996309963	2.71
2012	0.996309963	2.71
2015	0.996309963	2.71
2012	0.996309963	13.55
2015	0.996314496	8.14
2012	0.996316759	5.43
2012	0.996323529	2.72
2012	0.996323529	2.72
2015	0.996328029	8.17
2009	0.996336996	2.73
2009	0.996336996	2.73
2012	0.996336996	5.46
2015	0.996336996	5.46
2015	0.996336996	8.19
2012	0.996350365	2.74
2015	0.996350365	2.74
2015	0.996363636	2.75
2009	0.996363636	5.5
2012	0.996363636	11
2015	0.996368039	8.26
2015	0.996370236	5.51
2009	0.996376812	2.76
2012	0.996376812	2.76
2012	0.996376812	2.76
2012	0.996376812	2.76
2015	0.996376812	2.76
2012	0.996389892	2.77
2012	0.996389892	2.77
2012	0.996389892	2.77
2015	0.996389892	2.77
2012	0.996402878	2.78
2015	0.996402878	2.78
2015	0.996402878	2.78
2009	0.996415771	2.79
2012	0.996415771	5.58
2009	0.996416104	214.85
2009	0.99642538	11.19
2009	0.996428571	2.8
2009	0.996428571	11.2
2015	0.996438112	11.23
2015	0.996441281	2.81
2015	0.996441281	2.81
2015	0.996441281	2.81
2015	0.996441281	2.81
2009	0.996453901	2.82
2009	0.996453901	2.82
2009	0.996453901	2.82
2015	0.996453901	2.82
2015	0.996453901	2.82
2015	0.996453901	2.82
2015	0.996453901	5.64
2012	0.996466431	2.83
2015	0.996466431	2.83
2009	0.996478873	2.84
2009	0.996478873	2.84
2015	0.996478873	2.84
2012	0.996491228	2.85
2015	0.996491228	2.85
2015	0.996491228	5.7
2009	0.996497373	5.71
2009	0.996497373	5.71
2012	0.996497373	5.71
2012	0.996503497	2.86
2015	0.996503497	2.86
2015	0.996503497	2.86
2012	0.996509599	5.73
2009	0.996515679	2.87
2012	0.996515679	2.87
2015	0.996515679	2.87
2015	0.996515679	2.87
2015	0.996515679	2.87
2015	0.996521739	5.75
2009	0.996527778	2.88
2009	0.996527778	2.88
2012	0.996527778	2.88
2015	0.996527778	5.76
2009	0.996539792	2.89
2009	0.996539792	2.89
2012	0.996539792	2.89
2015	0.996551724	2.9
2012	0.996557659	5.81
2009	0.996563574	2.91
2012	0.996563574	2.91
2012	0.996563574	2.91
2015	0.996563574	2.91
2015	0.996563574	2.91
2009	0.996570645	14.58
2009	0.996571429	8.75
2012	0.996575342	2.92
2012	0.996575342	2.92
2015	0.996575342	2.92
2009	0.996587031	2.93
2009	0.996587031	2.93
2012	0.996587031	2.93
2015	0.996587031	2.93
2009	0.996598639	2.94
2012	0.996598639	2.94
2012	0.996598639	2.94
2015	0.996598639	2.94
2015	0.996598639	2.94
2009	0.996602492	8.83
2015	0.996607294	11.79
2009	0.996610169	2.95
2009	0.996610169	2.95
2012	0.996610169	2.95
2012	0.996621622	2.96
2015	0.996621622	2.96
2012	0.996627319	5.93
2012	0.996632997	2.97
2012	0.996632997	2.97
2015	0.996644295	2.98
2009	0.996644295	5.96
2015	0.996644295	5.96
2015	0.996644295	20.86
2009	0.996655518	2.99
2009	0.996655518	2.99
2009	0.996655518	2.99
2012	0.996655518	2.99
2009	0.996661102	5.99
2009	0.996666667	3
2015	0.996666667	3
2012	0.996666667	6
2012	0.996674058	9.02
2009	0.996677741	3.01
2015	0.996677741	3.01
2009	0.996677741	6.02
2009	0.996688742	3.02
2009	0.996688742	3.02
2015	0.996688742	3.02
2015	0.996688742	3.02
2015	0.99669967	3.03
2015	0.996705107	6.07
2015	0.996710526	3.04
2015	0.996710526	6.08
2015	0.996710526	12.16
2015	0.996714129	9.13
2009	0.996721311	3.05
2009	0.996721311	3.05
2009	0.996732026	3.06
2012	0.996732026	3.06
2015	0.996737357	6.13
2012	0.996753247	3.08
2012	0.996753247	3.08
2015	0.996753247	3.08
2015	0.996753247	3.08
2012	0.996753247	6.16
2015	0.99675588	12.33
2012	0.996763754	3.09
2012	0.996774194	3.1
2015	0.996774194	3.1
2015	0.996774194	3.1
2009	0.996784566	3.11
2012	0.996784566	3.11
2012	0.996784566	3.11
2012	0.996789727	6.23
2009	0.996794872	3.12
2015	0.996794872	3.12
2009	0.996794872	9.36
2009	0.996805112	3.13
2009	0.996808511	9.4
2009	0.996815287	3.14
2012	0.996815287	3.14
2015	0.996815287	3.14
2009	0.996825397	3.15
2015	0.996825397	3.15
2009	0.996825397	6.3
2015	0.996825397	12.6
2012	0.996835443	3.16
2012	0.996835443	3.16
2015	0.996835443	3.16
2012	0.996835443	6.32
2015	0.996837445	15.81
2009	0.996838778	9.49
2012	0.996840442	6.33
2009	0.996855346	3.18
2012	0.996855346	3.18
2009	0.996865204	3.19
2012	0.996865204	3.19
2009	0.996871089	15.98
2012	0.996884735	3.21
2012	0.996884735	3.21
2012	0.996884735	6.42
2012	0.996884735	6.42
2009	0.996904025	3.23
2015	0.996904025	3.23
2015	0.996904025	3.23
2012	0.99690881	6.47
2009	0.99690881	12.94
2015	0.996910402	9.71
2012	0.99691358	3.24
2012	0.996918336	6.49
2012	0.996923077	3.25
2015	0.996923077	3.25
2009	0.996937213	6.53
2012	0.996946565	6.55
2012	0.996946565	13.1
2009	0.99695122	3.28
2012	0.99695122	3.28
2012	0.99695122	3.28
2015	0.99695122	3.28
2015	0.99695122	9.84
2009	0.99695586	6.57
2012	0.99695586	6.57
2009	0.996965099	6.59
2009	0.996969697	3.3
2009	0.996969697	3.3
2012	0.996969697	3.3
2015	0.996969697	3.3
2009	0.996969697	6.6
2009	0.996978852	3.31
2009	0.996978852	3.31
2012	0.996978852	3.31
2015	0.996978852	3.31
2015	0.996987952	3.32
2009	0.996996997	3.33
2009	0.996996997	6.66
2015	0.996996997	6.66
2009	0.997005988	6.68
2009	0.997014925	3.35
2015	0.99702381	3.36
2015	0.99702381	3.36
2009	0.997032641	3.37
2009	0.997032641	3.37
2009	0.99704142	6.76
2015	0.997044335	10.15
2012	0.997044917	16.92
2009	0.99704579	6.77
2012	0.997050147	3.39
2015	0.997050147	3.39
2015	0.997050147	6.78
2009	0.997054492	6.79
2015	0.997054492	6.79
2012	0.997058824	3.4
2015	0.997058824	3.4
2012	0.997067449	3.41
2009	0.997076023	3.42
2012	0.997076023	3.42
2012	0.997093023	3.44
2015	0.997093023	3.44
2012	0.997097242	6.89
2009	0.997101449	3.45
2012	0.997101449	3.45
2012	0.997101449	3.45
2012	0.997107737	13.83
2015	0.997109827	3.46
2009	0.997122302	6.95
2009	0.997126437	3.48
2015	0.997126437	6.96
2012	0.997142857	3.5
2015	0.997142857	3.5
2015	0.997142857	3.5
2012	0.997142857	10.5
2012	0.997167139	3.53
2012	0.997171146	14.14
2012	0.997175141	3.54
2009	0.997183099	7.1
2009	0.997191011	3.56
2012	0.997191011	3.56
2009	0.99719888	10.71
2012	0.997206704	3.58
2009	0.997237569	3.62
2012	0.997237569	3.62
2015	0.997237569	3.62
2015	0.997237569	3.62
2015	0.997237569	3.62
2009	0.997242647	10.88
2012	0.997252747	3.64
2009	0.997260274	3.65
2015	0.99726776	3.66
2012	0.997275204	3.67
2015	0.997275204	3.67
2009	0.997275204	7.34
2015	0.997278912	7.35
2012	0.997289973	3.69
2015	0.997289973	11.07
2015	0.997311828	3.72
2015	0.997311828	3.72
2015	0.997311828	3.72
2012	0.997311828	11.16
2015	0.997319035	3.73
2009	0.997326203	3.74
2012	0.997333333	3.75
2015	0.997340426	3.76
2015	0.997340426	3.76
2015	0.99734748	3.77
2012	0.99734748	7.54
2009	0.997350993	7.55
2012	0.997352162	11.33
2009	0.997354497	3.78
2015	0.997361478	3.79
2012	0.997361478	7.58
2015	0.997371879	7.61
2009	0.997375328	3.81
2009	0.997382199	3.82
2009	0.997382199	3.82
2012	0.997382199	3.82
2012	0.997385133	26.77
2012	0.997389034	7.66
2009	0.997402597	3.85
2015	0.997402597	3.85
2009	0.997409326	3.86
2012	0.997409326	3.86
2009	0.997429306	3.89
2012	0.997429306	3.89
2012	0.997429306	3.89
2009	0.997435897	3.9
2009	0.997435897	3.9
2012	0.997442455	3.91
2009	0.99744898	3.92
2015	0.997455471	3.93
2012	0.997461929	3.94
2015	0.997461929	7.88
2012	0.997468354	3.95
2015	0.997468354	3.95
2009	0.997474747	3.96
2012	0.997474747	3.96
2015	0.997474747	3.96
2012	0.997481108	3.97
2012	0.997481108	7.94
2009	0.997487437	3.98
2009	0.997493734	3.99
2015	0.997493734	3.99
2015	0.9975	4
2015	0.997506234	4.01
2009	0.997512438	4.02
2012	0.997512438	4.02
2012	0.997512438	4.02
2012	0.99751861	4.03
2015	0.997520661	12.1
2009	0.997524752	4.04
2015	0.997530864	4.05
2009	0.997532895	12.16
2012	0.997536946	4.06
2012	0.997536946	4.06
2015	0.997536946	4.06
2015	0.997536946	4.06
2009	0.997560976	4.1
2015	0.99756691	4.11
2009	0.997578692	4.13
2012	0.997578692	4.13
2012	0.997584541	4.14
2015	0.997584541	4.14
2009	0.997590361	4.15
2012	0.997590361	4.15
2015	0.997590361	4.15
2012	0.997596154	4.16
2012	0.99760479	8.35
2015	0.997607656	8.36
2012	0.997613365	4.19
2009	0.997619048	4.2
2012	0.997619048	4.2
2012	0.997621879	8.41
2012	0.997624703	4.21
2012	0.997626582	12.64
2009	0.997630332	4.22
2015	0.997635934	4.23
2015	0.997641509	8.48
2012	0.997647059	4.25
2015	0.997647059	4.25
2009	0.997652582	4.26
2012	0.997652582	4.26
2009	0.99765808	4.27
2009	0.997668998	4.29
2012	0.997668998	4.29
2009	0.997685185	4.32
2015	0.997695853	4.34
2015	0.997701149	4.35
2012	0.997706422	4.36
2012	0.997706422	4.36
2012	0.997706422	4.36
2012	0.997709924	13.1
2009	0.99771167	4.37
2009	0.997727273	4.4
2012	0.997729852	8.81
2015	0.997742664	4.43
2009	0.997746056	13.31
2015	0.997747748	4.44
2009	0.997757848	4.46
2012	0.997757848	4.46
2015	0.997757848	4.46
2012	0.997762864	4.47
2012	0.997762864	4.47
2009	0.997767857	4.48
2012	0.997769517	13.45
2015	0.997770346	8.97
2009	0.997772829	4.49
2012	0.997772829	4.49
2012	0.997782705	9.02
2009	0.997787611	4.52
2009	0.997797357	4.54
2015	0.997797357	4.54
2009	0.997807018	4.56
2012	0.997811816	4.57
2012	0.997816594	4.58
2012	0.997821351	4.59
2012	0.997821351	4.59
2009	0.997826087	4.6
2009	0.997833935	13.85
2012	0.997840173	4.63
2012	0.997844828	4.64
2012	0.997854077	4.66
2009	0.997863248	4.68
2015	0.997867804	4.69
2015	0.99787234	4.7
2015	0.997876858	4.71
2012	0.997881356	4.72
2015	0.997881356	4.72
2009	0.997890295	4.74
2015	0.997894737	9.5
2012	0.99789916	4.76
2015	0.997920998	4.81
2012	0.997923157	9.63
2015	0.997925311	4.82
2009	0.997938144	4.85
2009	0.997942387	4.86
2009	0.997942387	4.86
2012	0.997942387	4.86
2015	0.997942387	4.86
2009	0.997944502	9.73
2012	0.997946612	4.87
2015	0.99795082	4.88
2015	0.99795501	4.89
2012	0.997959184	4.9
2012	0.99796334	4.91
2015	0.99796334	4.91
2015	0.99796748	4.92
2015	0.99796748	4.92
2009	0.997991968	4.98
2009	0.998	5
2015	0.998	5
2012	0.998011928	5.03
2012	0.998014888	20.15
2015	0.998015873	5.04
2009	0.998019802	5.05
2015	0.998019802	5.05
2012	0.998023715	5.06
2009	0.998027613	5.07
2009	0.998033432	10.17
2012	0.998041136	10.21
2012	0.998050682	5.13
2012	0.998054475	5.14
2012	0.998058252	5.15
2012	0.998062016	5.16
2009	0.998065764	5.17
2015	0.998073218	5.19
2012	0.998080614	5.21
2015	0.998098859	5.26
2015	0.998098859	5.26
2015	0.998098859	10.52
2012	0.998102467	10.54
2009	0.998113208	5.3
2012	0.998120301	5.32
2015	0.998120301	5.32
2009	0.998127341	5.34
2015	0.998127341	5.34
2009	0.998137803	5.37
2009	0.998137803	5.37
2012	0.9981404	21.51
2009	0.998141264	5.38
2012	0.998144712	5.39
2012	0.998144712	5.39
2012	0.998144712	5.39
2015	0.998151571	5.41
2015	0.998154982	10.84
2015	0.998158379	5.43
2012	0.998161765	5.44
2015	0.998161765	5.44
2015	0.998168498	5.46
2015	0.998175182	5.48
2015	0.998175182	10.96
2015	0.998178506	5.49
2015	0.998181818	5.5
2009	0.998185118	5.51
2009	0.998188406	5.52
2009	0.998191682	5.53
2009	0.998194946	5.54
2009	0.998204668	11.14
2012	0.998207885	5.58
2015	0.998214286	5.6
2012	0.998233216	5.66
2015	0.998239437	5.68
2015	0.998239437	5.68
2012	0.998242531	5.69
2009	0.998251748	5.72
2009	0.99825784	5.74
2012	0.99827883	5.81
2015	0.998284734	5.83
2009	0.998290598	5.85
2009	0.998290598	5.85
2012	0.998313659	5.93
2009	0.998317914	11.89
2009	0.998319328	5.95
2012	0.998322148	5.96
2012	0.998322148	5.96
2015	0.998330551	5.99
2015	0.99833887	6.02
2015	0.998347107	6.05
2012	0.998349835	6.06
2012	0.998355263	6.08
2012	0.998355263	6.08
2015	0.998360656	6.1
2012	0.998373984	6.15
2012	0.998381877	6.18
2009	0.998384491	6.19
2015	0.998384491	6.19
2009	0.998392283	6.22
2009	0.998394864	6.23
2012	0.998401279	12.51
2015	0.998415214	6.31
2009	0.998417722	6.32
2012	0.998417722	6.32
2015	0.998417722	6.32
2015	0.998435055	6.39
2015	0.998447205	6.44
2012	0.998452012	6.46
2012	0.99845679	6.48
2009	0.998466258	6.52
2015	0.99847561	6.56
2012	0.998482549	6.59
2009	0.998485995	13.21
2012	0.998489426	6.62
2015	0.998498498	6.66
2012	0.998529412	6.8
2012	0.998538012	6.84
2009	0.998542274	20.58
2012	0.998561151	6.95
2015	0.99856528	6.97
2012	0.998569385	6.99
2012	0.998569385	6.99
2015	0.998577525	7.03
2009	0.998579545	7.04
2012	0.99858156	7.05
2009	0.998589563	7.09
2009	0.99859353	7.11
2015	0.998611111	7.2
2015	0.998615917	14.45
2012	0.998626374	7.28
2015	0.998639456	7.35
2009	0.998640843	29.43
2015	0.998641304	7.36
2015	0.998659517	7.46
2015	0.998675497	7.55
2015	0.998678996	7.57
2009	0.998691099	7.64
2012	0.998691099	7.64
2012	0.998694517	7.66
2012	0.998694517	7.66
2012	0.998697917	7.68
2012	0.998703992	38.58
2012	0.998704663	7.72
2009	0.99870801	7.74
2015	0.998721228	7.82
2015	0.998721228	15.64
2015	0.998722861	7.83
2012	0.998728544	15.73
2009	0.998729352	7.87
2015	0.998730964	7.88
2015	0.998737374	7.92
2012	0.998742138	7.95
2015	0.998742138	7.95
2015	0.998762376	8.08
2012	0.998769988	8.13
2012	0.998786408	8.24
2012	0.998793727	8.29
2012	0.998795181	8.3
2015	0.998820755	8.48
2012	0.998825602	17.03
2012	0.998826291	8.52
2015	0.998831776	8.56
2015	0.998842593	8.64
2015	0.998855835	8.74
2009	0.998857143	8.75
2012	0.998857143	8.75
2015	0.998861048	8.78
2009	0.998871332	8.86
2009	0.998871332	8.86
2015	0.998875773	17.79
2012	0.998888889	9
2015	0.998895028	9.05
2012	0.99890471	9.13
2012	0.998909487	9.17
2009	0.998910675	9.18
2009	0.998921251	9.27
2009	0.998923574	9.29
2012	0.998942918	9.46
2015	0.998962656	38.56
2012	0.999016716	10.17
2009	0.999031008	10.32
2015	0.999045802	10.48
2009	0.999055713	10.59
2015	0.999055713	10.59
2012	0.999064546	10.69
2009	0.999081726	10.89
2015	0.999095841	11.06
2015	0.999111901	11.26
2015	0.999115827	11.31
2009	0.999129678	11.49
2015	0.99916388	11.96
2012	0.999176955	12.15
2015	0.99918633	12.29
2009	0.999198718	12.48
2009	0.999212598	12.7
2015	0.999218139	12.79
2015	0.999230177	12.99
2015	0.999240122	13.16
2009	0.99926954	13.69
2012	0.999285714	14
2012	0.999371859	15.92
2009	0.999496982	19.88
2009	0.999500998	40.08
2015	0.999668984	30.21
2012	0.99969697	33
2012	1	0.04
2009	1	0.51
2009	1	0.51
2009	1	0.51
2012	1	0.51
2012	1	0.51
2015	1	0.51
2015	1	0.51
2015	1	0.51
2015	1	0.51
2015	1	0.51
2015	1	0.51
2015	1	0.51
2009	1	0.52
2009	1	0.52
2009	1	0.52
2009	1	0.52
2009	1	0.52
2009	1	0.52
2009	1	0.52
2009	1	0.52
2009	1	0.52
2012	1	0.52
2012	1	0.52
2012	1	0.52
2012	1	0.52
2012	1	0.52
2012	1	0.52
2012	1	0.52
2015	1	0.52
2015	1	0.52
2015	1	0.52
2015	1	0.52
2015	1	0.52
2009	1	0.53
2009	1	0.53
2009	1	0.53
2009	1	0.53
2009	1	0.53
2009	1	0.53
2012	1	0.53
2012	1	0.53
2012	1	0.53
2012	1	0.53
2012	1	0.53
2012	1	0.53
2012	1	0.53
2012	1	0.53
2012	1	0.53
2012	1	0.53
2012	1	0.53
2012	1	0.53
2015	1	0.53
2015	1	0.53
2015	1	0.53
2015	1	0.53
2015	1	0.53
2015	1	0.53
2015	1	0.53
2015	1	0.53
2009	1	0.54
2009	1	0.54
2009	1	0.54
2009	1	0.54
2009	1	0.54
2009	1	0.54
2009	1	0.54
2009	1	0.54
2009	1	0.54
2009	1	0.54
2012	1	0.54
2012	1	0.54
2012	1	0.54
2012	1	0.54
2012	1	0.54
2012	1	0.54
2012	1	0.54
2012	1	0.54
2012	1	0.54
2012	1	0.54
2012	1	0.54
2015	1	0.54
2015	1	0.54
2015	1	0.54
2015	1	0.54
2015	1	0.54
2015	1	0.54
2015	1	0.54
2015	1	0.54
2015	1	0.54
2015	1	0.54
2015	1	0.54
2015	1	0.54
2015	1	0.54
2015	1	0.54
2015	1	0.54
2015	1	0.54
2015	1	0.54
2015	1	0.54
2009	1	0.55
2009	1	0.55
2009	1	0.55
2009	1	0.55
2009	1	0.55
2009	1	0.55
2009	1	0.55
2009	1	0.55
2009	1	0.55
2012	1	0.55
2012	1	0.55
2012	1	0.55
2012	1	0.55
2012	1	0.55
2012	1	0.55
2012	1	0.55
2012	1	0.55
2012	1	0.55
2012	1	0.55
2012	1	0.55
2012	1	0.55
2012	1	0.55
2012	1	0.55
2012	1	0.55
2015	1	0.55
2015	1	0.55
2015	1	0.55
2015	1	0.55
2015	1	0.55
2015	1	0.55
2015	1	0.55
2015	1	0.55
2015	1	0.55
2015	1	0.55
2015	1	0.55
2015	1	0.55
2015	1	0.55
2015	1	0.55
2015	1	0.55
2009	1	0.56
2009	1	0.56
2009	1	0.56
2009	1	0.56
2009	1	0.56
2009	1	0.56
2009	1	0.56
2009	1	0.56
2009	1	0.56
2012	1	0.56
2012	1	0.56
2012	1	0.56
2012	1	0.56
2012	1	0.56
2012	1	0.56
2012	1	0.56
2012	1	0.56
2012	1	0.56
2012	1	0.56
2012	1	0.56
2012	1	0.56
2012	1	0.56
2015	1	0.56
2015	1	0.56
2015	1	0.56
2015	1	0.56
2015	1	0.56
2015	1	0.56
2015	1	0.56
