IDPlots	Periode	IDGroup	PlotWeight	StartPeriode	DateDendro	Reeks	NbSpec	StandType	OwnerType	ForestType	UBBP_MeerDan10Jr	UBBP	ForestAge	Frag	pnv	Paired_1_2	fpnv	Frag2	fPeriode	fpnvGroup	FragInv	Weight	Year	Rand
176103	1	176103_1	1	1	1999	2	2	naaldhout	Publiek	I	FALSE	FALSE	recent	0.8575556	78	FALSE	78	1.17490331833554	VBI 1	Arm Eiken-beukenbos	0.1424444	1	1999	Volledig in bos
176103	2	176103_2	1	2	2010	2	1	naaldhout	Publiek	I	FALSE	FALSE	recent	0.8575556	78	FALSE	78	1.17490331833554	VBI 2	Arm Eiken-beukenbos	0.1424444	1	2010	Volledig in bos
176105	1	176105_1	1	1	1998	3	1	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.6717034	78	FALSE	78	0.0848119815865421	VBI 1	Arm Eiken-beukenbos	0.3282966	1	1998	Volledig in bos
176105	2	176105_2	1	2	2011	3	5	NA	Privaat	I	FALSE	FALSE	recent	0.6717034	78	FALSE	78	0.0848119815865421	VBI 2	Arm Eiken-beukenbos	0.3282966	1	2011	Volledig in bos
176111	1	176111_1	1	1	1999	2	4	naaldhout	Publiek	NA	FALSE	FALSE	recent	0.8775457	78	FALSE	78	1.29215258861991	VBI 1	Arm Eiken-beukenbos	0.1224543	1	1999	Volledig in bos
176111	2	176111_2	1	2	2010	2	5	naaldhout	Publiek	I	FALSE	FALSE	recent	0.8775457	78	FALSE	78	1.29215258861991	VBI 2	Arm Eiken-beukenbos	0.1224543	1	2010	Volledig in bos
176112	1	176112_1	1	1	1999	2	4	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.6729232	78	TRUE	78	0.0919665560955688	VBI 1	Arm Eiken-beukenbos	0.3270768	1	1999	Volledig in bos
176112	2	176112_1	1	1	2010	2	6	naaldhout	Publiek	I	FALSE	TRUE	recent	0.6729232	78	TRUE	78	0.0919665560955688	VBI 2	Arm Eiken-beukenbos	0.3270768	1	2010	Volledig in bos
176116	1	176116_1	1	1	1999	3	4	gemengd naaldhout	Privaat	I	FALSE	FALSE	oud	0.4332649	78	TRUE	78	-1.31371729704145	VBI 1	Arm Eiken-beukenbos	0.5667351	1	1999	Volledig in bos
176116	2	176116_1	1	1	2011	3	4	gemengd loofhout	Privaat	I	FALSE	FALSE	oud	0.4332649	78	TRUE	78	-1.31371729704145	VBI 2	Arm Eiken-beukenbos	0.5667351	1	2011	Volledig in bos
176117	1	176117_1	1	1	1999	2	1	naaldhout	Privaat	I	FALSE	FALSE	recent	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1999	Volledig in bos
176119	1	176119_1	1	1	1999	2	3	naaldhout	Privaat	I	FALSE	FALSE	recent	0.8994191	78	TRUE	78	1.4204481043321	VBI 1	Arm Eiken-beukenbos	0.1005809	1	1999	Volledig in bos
176119	2	176119_1	0.83	1	2010	2	5	niet van toepassing	Publiek	I	FALSE	TRUE	recent	0.8994191	78	TRUE	78	1.4204481043321	VBI 2	Arm Eiken-beukenbos	0.1005809	0.83	2010	Rand
176127	1	176127_1	1	1	1999	2	6	naaldhout	Publiek	NA	FALSE	FALSE	oud	0.8147376	78	FALSE	78	0.923760039660769	VBI 1	Arm Eiken-beukenbos	0.1852624	1	1999	Volledig in bos
176127	2	176127_2	1	2	2010	2	7	naaldhout	Publiek	I	FALSE	FALSE	oud	0.8147376	78	FALSE	78	0.923760039660769	VBI 2	Arm Eiken-beukenbos	0.1852624	1	2010	Volledig in bos
176131	1	176131_1	1	1	1999	3	3	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.4166065	78	FALSE	78	-1.41142492452231	VBI 1	Arm Eiken-beukenbos	0.5833935	1	1999	Volledig in bos
176131	2	176131_2	0.89	2	2011	3	3	niet van toepassing	Privaat	I	FALSE	FALSE	recent	0.4166065	78	FALSE	78	-1.41142492452231	VBI 2	Arm Eiken-beukenbos	0.5833935	0.89	2011	Rand
176134	1	176134_1	1	1	1998	2	2	naaldhout	Privaat	I	FALSE	FALSE	oud	0.8393307	78	TRUE	78	1.06800759365153	VBI 1	Arm Eiken-beukenbos	0.1606693	1	1998	Volledig in bos
176134	2	176134_1	1	1	2010	2	5	naaldhout	Privaat	I	FALSE	FALSE	oud	0.8393307	78	TRUE	78	1.06800759365153	VBI 2	Arm Eiken-beukenbos	0.1606693	1	2010	Volledig in bos
176135	1	176135_1	1	1	1997	2	4	naaldhout	Publiek	I	FALSE	FALSE	oud	0.8333756	78	FALSE	78	1.03307874739911	VBI 1	Arm Eiken-beukenbos	0.1666244	1	1997	Volledig in bos
176135	2	176135_2	1	2	2010	2	6	naaldhout	Publiek	I	FALSE	TRUE	oud	0.8333756	78	FALSE	78	1.03307874739911	VBI 2	Arm Eiken-beukenbos	0.1666244	1	2010	Volledig in bos
176140	1	176140_1	1	1	1999	3	3	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.7115002	78	TRUE	78	0.318234813871188	VBI 1	Arm Eiken-beukenbos	0.2884998	1	1999	Volledig in bos
176140	2	176140_1	1	1	2011	3	3	naaldhout	Privaat	I	FALSE	FALSE	recent	0.7115002	78	TRUE	78	0.318234813871188	VBI 2	Arm Eiken-beukenbos	0.2884998	1	2011	Volledig in bos
176141	2	176141_2	1	2	2010	2	3	loofhout	Privaat	I	FALSE	FALSE	NA	0.4876154	78	FALSE	78	-0.99493167492895	VBI 2	Arm Eiken-beukenbos	0.5123846	1	2010	Volledig in bos
176144	1	176144_1	1	1	1997	2	3	loofhout	Privaat	NA	FALSE	FALSE	recent	0.5212932	78	FALSE	78	-0.797399022526852	VBI 1	Arm Eiken-beukenbos	0.4787068	1	1997	Volledig in bos
176144	2	176144_2	0.72	2	2010	2	3	niet van toepassing	Privaat	I	FALSE	FALSE	recent	0.5212932	78	FALSE	78	-0.797399022526852	VBI 2	Arm Eiken-beukenbos	0.4787068	0.72	2010	Rand
176147	1	176147_1	1	1	1999	3	4	gemengd loofhout	Privaat	I	FALSE	FALSE	recent	0.7605101	78	FALSE	78	0.605695857673383	VBI 1	Arm Eiken-beukenbos	0.2394899	1	1999	Volledig in bos
176147	2	176147_2	1	2	2011	3	5	loofhout	Privaat	I	FALSE	FALSE	recent	0.7605101	78	FALSE	78	0.605695857673383	VBI 2	Arm Eiken-beukenbos	0.2394899	1	2011	Volledig in bos
176148	1	176148_1	1	1	1999	3	5	naaldhout	Publiek	I	FALSE	FALSE	recent	0.5164551	78	TRUE	78	-0.825776253984566	VBI 1	Arm Eiken-beukenbos	0.4835449	1	1999	Volledig in bos
176148	2	176148_1	1	1	2011	3	6	naaldhout	Publiek	I	FALSE	FALSE	recent	0.5164551	78	TRUE	78	-0.825776253984566	VBI 2	Arm Eiken-beukenbos	0.4835449	1	2011	Volledig in bos
176155	2	176155_2	1	2	2011	3	1	gemengd loofhout	Privaat	I	FALSE	FALSE	NA	0.565484	78	FALSE	78	-0.538203768211824	VBI 2	Arm Eiken-beukenbos	0.434516	1	2011	Volledig in bos
176158	1	176158_1	1	1	1999	2	2	loofhout	Privaat	NA	FALSE	FALSE	NA	NA	20	FALSE	20	NA	VBI 1	Elzenbroekbos	NA	1	1999	Volledig in bos
177001	1	177001_1	1	1	1999	1	1	naaldhout	Privaat	I	FALSE	FALSE	recent	0.6585668	78	FALSE	78	0.00776100315132979	VBI 1	Arm Eiken-beukenbos	0.3414332	1	1999	Volledig in bos
177001	2	177001_2	1	2	2010	1	1	naaldhout	Privaat	I	FALSE	FALSE	recent	0.6585668	78	FALSE	78	0.00776100315132979	VBI 2	Arm Eiken-beukenbos	0.3414332	1	2010	Volledig in bos
177005	1	177005_1	1	1	1998	10	1	naaldhout	Publiek	I	FALSE	FALSE	recent	0.7375265	78	FALSE	78	0.470888611661207	VBI 1	Arm Eiken-beukenbos	0.2624735	1	1998	Volledig in bos
177005	2	177005_2	1	2	2017	10	1	naaldhout	Publiek	I	TRUE	TRUE	recent	0.7375265	78	FALSE	78	0.470888611661207	VBI 2	Arm Eiken-beukenbos	0.2624735	1	2017	Volledig in bos
177006	1	177006_1	1	1	1998	10	1	naaldhout	Publiek	I	FALSE	FALSE	recent	0.7920368	79	TRUE	79	0.790611519399661	VBI 1	Arm Eiken-beukenbos	0.2079632	1	1998	Volledig in bos
177006	2	177006_1	1	1	2017	10	2	naaldhout	Publiek	I	TRUE	TRUE	recent	0.7920368	79	TRUE	79	0.790611519399661	VBI 2	Arm Eiken-beukenbos	0.2079632	1	2017	Volledig in bos
177007	1	177007_1	1	1	1998	10	1	naaldhout	Publiek	I	FALSE	FALSE	recent	0.8935078	78	TRUE	78	1.38577616114863	VBI 1	Arm Eiken-beukenbos	0.1064922	1	1998	Volledig in bos
177007	2	177007_1	1	1	2017	10	2	naaldhout	Publiek	I	TRUE	TRUE	recent	0.8935078	78	TRUE	78	1.38577616114863	VBI 2	Arm Eiken-beukenbos	0.1064922	1	2017	Volledig in bos
177008	1	177008_1	1	1	1998	10	1	naaldhout	Publiek	I	FALSE	FALSE	recent	0.8491651	78	FALSE	78	1.12568995760592	VBI 1	Arm Eiken-beukenbos	0.1508349	1	1998	Volledig in bos
177008	2	177008_2	1	2	2017	10	2	naaldhout	Publiek	I	TRUE	TRUE	recent	0.8491651	78	FALSE	78	1.12568995760592	VBI 2	Arm Eiken-beukenbos	0.1508349	1	2017	Volledig in bos
177009	1	177009_1	1	1	1999	1	6	loofhout	Publiek	NA	FALSE	FALSE	recent	0.5772276	79	TRUE	79	-0.469323245827664	VBI 1	Arm Eiken-beukenbos	0.4227724	1	1999	Volledig in bos
177009	2	177009_1	1	1	2010	1	5	loofhout	Publiek	I	FALSE	TRUE	recent	0.5772276	79	TRUE	79	-0.469323245827664	VBI 2	Arm Eiken-beukenbos	0.4227724	1	2010	Volledig in bos
177013	1	177013_1	1	1	1999	10	2	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.8713881	78	FALSE	78	1.25603600557615	VBI 1	Arm Eiken-beukenbos	0.1286119	1	1999	Volledig in bos
177013	2	177013_2	1	2	2017	10	2	naaldhout	Publiek	I	TRUE	TRUE	recent	0.8713881	78	FALSE	78	1.25603600557615	VBI 2	Arm Eiken-beukenbos	0.1286119	1	2017	Volledig in bos
177014	1	177014_1	1	1	1999	10	1	naaldhout	Publiek	NA	FALSE	FALSE	recent	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1999	Volledig in bos
177015	1	177015_1	1	1	1999	10	2	loofhout	Publiek	NA	FALSE	FALSE	recent	0.689104	78	TRUE	78	0.186872884358931	VBI 1	Arm Eiken-beukenbos	0.310896	1	1999	Volledig in bos
177015	2	177015_1	1	1	2017	10	3	naaldhout	Publiek	I	TRUE	TRUE	recent	0.689104	78	TRUE	78	0.186872884358931	VBI 2	Arm Eiken-beukenbos	0.310896	1	2017	Volledig in bos
177016	1	177016_1	1	1	1999	10	1	naaldhout	Publiek	NA	FALSE	FALSE	recent	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1999	Volledig in bos
177021	1	177021_1	1	1	1999	10	1	naaldhout	Privaat	I	FALSE	FALSE	recent	0.8872225	78	FALSE	78	1.34891057075546	VBI 1	Arm Eiken-beukenbos	0.1127775	1	1999	Volledig in bos
177021	2	177021_2	1	2	2017	10	5	naaldhout	Privaat	I	FALSE	FALSE	recent	0.8872225	78	FALSE	78	1.34891057075546	VBI 2	Arm Eiken-beukenbos	0.1127775	1	2017	Volledig in bos
177022	1	177022_1	1	1	1998	10	1	naaldhout	Publiek	I	FALSE	FALSE	recent	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1998	Volledig in bos
177022	2	177022_2	1	2	2017	10	4	gemengd naaldhout	Publiek	I	TRUE	TRUE	recent	NA	78	FALSE	78	NA	VBI 2	Arm Eiken-beukenbos	NA	1	2017	Volledig in bos
177023	1	177023_1	1	1	1999	10	3	naaldhout	Privaat	I	FALSE	FALSE	recent	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1999	Volledig in bos
177024	1	177024_1	1	1	1998	10	1	naaldhout	Publiek	I	FALSE	FALSE	recent	0.871805	78	FALSE	78	1.2584812770246	VBI 1	Arm Eiken-beukenbos	0.128195	1	1998	Volledig in bos
177024	2	177024_2	1	2	2017	10	2	naaldhout	Publiek	I	TRUE	TRUE	recent	0.871805	78	FALSE	78	1.2584812770246	VBI 2	Arm Eiken-beukenbos	0.128195	1	2017	Volledig in bos
177030	1	177030_1	1	1	1999	10	2	gemengd naaldhout	Publiek	NA	FALSE	FALSE	recent	0.8413411	78	TRUE	78	1.07979932720863	VBI 1	Arm Eiken-beukenbos	0.1586589	1	1999	Volledig in bos
177030	2	177030_1	1	1	2017	10	2	gemengd naaldhout	Publiek	I	TRUE	TRUE	recent	0.8413411	78	TRUE	78	1.07979932720863	VBI 2	Arm Eiken-beukenbos	0.1586589	1	2017	Volledig in bos
177031	1	177031_1	1	1	1999	10	2	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.6338483	79	FALSE	79	-0.137222067845032	VBI 1	Arm Eiken-beukenbos	0.3661517	1	1999	Volledig in bos
177031	2	177031_2	0.95	2	2017	10	4	niet van toepassing	Privaat	I	FALSE	FALSE	recent	0.6338483	79	FALSE	79	-0.137222067845032	VBI 2	Arm Eiken-beukenbos	0.3661517	0.95	2017	Rand
177032	1	177032_1	1	1	1999	10	5	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.842441	78	FALSE	78	1.08625064422984	VBI 1	Arm Eiken-beukenbos	0.157559	1	1999	Volledig in bos
177032	2	177032_2	0.59	2	2017	10	8	NA	Privaat	I	FALSE	FALSE	recent	0.842441	78	FALSE	78	1.08625064422984	VBI 2	Arm Eiken-beukenbos	0.157559	0.59	2017	Rand
177034	1	177034_1	1	1	1999	1	8	loofhout	Privaat	I	FALSE	FALSE	recent	0.5206066	79	TRUE	79	-0.801426183420357	VBI 1	Arm Eiken-beukenbos	0.4793934	1	1999	Volledig in bos
177034	2	177034_1	0.88	1	2010	1	8	niet van toepassing	Privaat	I	FALSE	FALSE	recent	0.5206066	79	TRUE	79	-0.801426183420357	VBI 2	Arm Eiken-beukenbos	0.4793934	0.88	2010	Rand
177035	2	177035_2	0.87	2	2010	1	9	niet van toepassing	Privaat	I	FALSE	FALSE	NA	0.3000998	79	FALSE	79	-2.09477946293086	VBI 2	Arm Eiken-beukenbos	0.6999002	0.87	2010	Rand
177036	2	177036_2	0.87	2	2010	1	6	niet van toepassing	Privaat	I	FALSE	FALSE	NA	0.5101625	79	FALSE	79	-0.862684661555887	VBI 2	Arm Eiken-beukenbos	0.4898375	0.87	2010	Rand
177038	2	177038_2	0.87	2	2017	10	4	loofhout	Privaat	NA	FALSE	FALSE	NA	0.5939928	20	FALSE	20	-0.370989197164994	VBI 2	Elzenbroekbos	0.4060072	0.87	2017	Rand
177044	1	177044_1	1	1	1998	1	4	naaldhout	Publiek	NA	FALSE	FALSE	recent	NA	79	FALSE	79	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1998	Volledig in bos
177045	1	177045_1	1	1	1999	10	4	loofhout	Publiek	NA	FALSE	FALSE	recent	0.7951688	79	TRUE	79	0.808981848439069	VBI 1	Arm Eiken-beukenbos	0.2048312	1	1999	Volledig in bos
177045	2	177045_1	1	1	2017	10	4	loofhout	Publiek	I	FALSE	FALSE	recent	0.7951688	79	TRUE	79	0.808981848439069	VBI 2	Arm Eiken-beukenbos	0.2048312	1	2017	Volledig in bos
177047	2	177047_2	1	2	2017	10	3	gemengd naaldhout	Publiek	I	FALSE	FALSE	NA	0.741349	78	FALSE	78	0.493308976524917	VBI 2	Arm Eiken-beukenbos	0.258651	1	2017	Volledig in bos
177051	1	177051_1	1	1	1999	1	5	loofhout	Privaat	I	FALSE	FALSE	recent	0.3759734	79	TRUE	79	-1.64975296312102	VBI 1	Arm Eiken-beukenbos	0.6240266	1	1999	Volledig in bos
177051	2	177051_1	0.93	1	2010	1	5	niet van toepassing	Privaat	I	FALSE	FALSE	recent	0.3759734	79	TRUE	79	-1.64975296312102	VBI 2	Arm Eiken-beukenbos	0.6240266	0.93	2010	Rand
177056	1	177056_1	1	1	1999	10	4	naaldhout	Publiek	I	FALSE	FALSE	recent	0.7016951	78	TRUE	78	0.260724305166111	VBI 1	Arm Eiken-beukenbos	0.2983049	1	1999	Volledig in bos
177056	2	177056_1	1	1	2017	10	4	naaldhout	Publiek	I	FALSE	FALSE	recent	0.7016951	78	TRUE	78	0.260724305166111	VBI 2	Arm Eiken-beukenbos	0.2983049	1	2017	Volledig in bos
177064	2	177064_2	1	2	2017	10	1	naaldhout	Publiek	I	FALSE	FALSE	NA	0.231224	78	FALSE	78	-2.49876129845208	VBI 2	Arm Eiken-beukenbos	0.768776	1	2017	Volledig in bos
177065	1	177065_1	1	1	1999	1	5	loofhout	Privaat	D	FALSE	FALSE	recent	0.3286271	79	TRUE	79	-1.92745638259692	VBI 1	Arm Eiken-beukenbos	0.6713729	1	1999	Volledig in bos
177065	2	177065_1	0.96	1	2010	1	7	loofhout	Privaat	I	FALSE	FALSE	recent	0.3286271	79	TRUE	79	-1.92745638259692	VBI 2	Arm Eiken-beukenbos	0.6713729	0.96	2010	Rand
177080	2	177080_2	1	2	2017	10	3	gemengd naaldhout	Publiek	I	FALSE	TRUE	NA	0.6916866	78	FALSE	78	0.202020780839511	VBI 2	Arm Eiken-beukenbos	0.3083134	1	2017	Volledig in bos
177091	1	177091_1	1	1	1999	1	3	loofhout	Publiek	NA	FALSE	FALSE	recent	0.7393786	79	TRUE	79	0.481751857642653	VBI 1	Arm Eiken-beukenbos	0.2606214	1	1999	Volledig in bos
177091	2	177091_1	1	1	2010	1	4	loofhout	Publiek	I	FALSE	TRUE	recent	0.7393786	79	TRUE	79	0.481751857642653	VBI 2	Arm Eiken-beukenbos	0.2606214	1	2010	Volledig in bos
177096	1	177096_1	1	1	1999	10	4	gemengd loofhout	Publiek	NA	FALSE	FALSE	recent	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1999	Volledig in bos
177102	2	177102_2	1	2	2017	10	3	naaldhout	Publiek	I	FALSE	TRUE	NA	0.273462	78	FALSE	78	-2.25101993256239	VBI 2	Arm Eiken-beukenbos	0.726538	1	2017	Volledig in bos
177104	1	177104_1	1	1	1999	10	2	naaldhout	Publiek	I	FALSE	FALSE	recent	0.9236895	78	FALSE	78	1.56280290443365	VBI 1	Arm Eiken-beukenbos	0.0763104999999999	1	1999	Volledig in bos
177104	2	177104_2	1	2	2017	10	5	naaldhout	Publiek	I	FALSE	TRUE	recent	0.9236895	78	FALSE	78	1.56280290443365	VBI 2	Arm Eiken-beukenbos	0.0763104999999999	1	2017	Volledig in bos
177107	1	177107_1	1	1	1999	1	8	loofhout	Publiek	NA	FALSE	FALSE	recent	0.6459423	78	TRUE	78	-0.0662863209093362	VBI 1	Arm Eiken-beukenbos	0.3540577	1	1999	Volledig in bos
177107	2	177107_1	1	1	2010	1	7	loofhout	Publiek	H	FALSE	FALSE	recent	0.6459423	78	TRUE	78	-0.0662863209093362	VBI 2	Arm Eiken-beukenbos	0.3540577	1	2010	Volledig in bos
177110	1	177110_1	1	1	1999	10	3	naaldhout	Publiek	NA	FALSE	FALSE	recent	0.4238781	78	FALSE	78	-1.36877432278446	VBI 1	Arm Eiken-beukenbos	0.5761219	1	1999	Volledig in bos
177110	2	177110_2	1	2	2017	10	2	naaldhout	Publiek	I	FALSE	TRUE	recent	0.4238781	78	FALSE	78	-1.36877432278446	VBI 2	Arm Eiken-beukenbos	0.5761219	1	2017	Volledig in bos
177111	1	177111_1	1	1	1999	10	3	gemengd loofhout	Publiek	NA	FALSE	FALSE	oud	0.800105	78	TRUE	78	0.83793447238681	VBI 1	Arm Eiken-beukenbos	0.199895	1	1999	Volledig in bos
177111	2	177111_1	1	1	2017	10	3	naaldhout	Publiek	I	FALSE	TRUE	oud	0.800105	78	TRUE	78	0.83793447238681	VBI 2	Arm Eiken-beukenbos	0.199895	1	2017	Volledig in bos
177112	1	177112_1	1	1	1999	10	1	naaldhout	Publiek	NA	FALSE	FALSE	recent	0.9144067	78	FALSE	78	1.5083558768452	VBI 1	Arm Eiken-beukenbos	0.0855933	1	1999	Volledig in bos
177112	2	177112_2	1	2	2017	10	2	naaldhout	Publiek	I	FALSE	TRUE	recent	0.9144067	78	FALSE	78	1.5083558768452	VBI 2	Arm Eiken-beukenbos	0.0855933	1	2017	Volledig in bos
177115	1	177115_1	1	1	1999	1	2	loofhout	Publiek	I	FALSE	FALSE	recent	0.8002675	78	TRUE	78	0.838887594503318	VBI 1	Arm Eiken-beukenbos	0.1997325	1	1999	Volledig in bos
177115	2	177115_1	1	1	2010	1	2	loofhout	Publiek	I	FALSE	TRUE	recent	0.8002675	78	TRUE	78	0.838887594503318	VBI 2	Arm Eiken-beukenbos	0.1997325	1	2010	Volledig in bos
177119	1	177119_1	1	1	1999	10	4	gemengd naaldhout	Publiek	I	FALSE	FALSE	oud	0.8045276	78	TRUE	78	0.863874643909698	VBI 1	Arm Eiken-beukenbos	0.1954724	1	1999	Volledig in bos
177119	2	177119_1	1	1	2017	10	4	gemengd loofhout	Publiek	I	FALSE	TRUE	oud	0.8045276	78	TRUE	78	0.863874643909698	VBI 2	Arm Eiken-beukenbos	0.1954724	1	2017	Volledig in bos
177120	1	177120_1	1	1	1999	10	2	gemengd loofhout	Publiek	I	FALSE	FALSE	recent	0.7932374	78	TRUE	78	0.797653478864767	VBI 1	Arm Eiken-beukenbos	0.2067626	1	1999	Volledig in bos
177120	2	177120_1	1	1	2017	10	3	gemengd loofhout	Publiek	I	FALSE	TRUE	recent	0.7932374	78	TRUE	78	0.797653478864767	VBI 2	Arm Eiken-beukenbos	0.2067626	1	2017	Volledig in bos
177124	1	177124_1	1	1	1999	1	7	loofhout	Publiek	NA	FALSE	FALSE	recent	0.8372132	78	TRUE	78	1.05558767930257	VBI 1	Arm Eiken-beukenbos	0.1627868	1	1999	Volledig in bos
177124	2	177124_1	1	1	2010	1	7	gemengd loofhout	Publiek	I	FALSE	TRUE	recent	0.8372132	78	TRUE	78	1.05558767930257	VBI 2	Arm Eiken-beukenbos	0.1627868	1	2010	Volledig in bos
177125	1	177125_1	1	1	1999	10	2	naaldhout	Publiek	NA	FALSE	FALSE	recent	0.727235	78	FALSE	78	0.410525188510164	VBI 1	Arm Eiken-beukenbos	0.272765	1	1999	Volledig in bos
177125	2	177125_2	1	2	2017	10	3	gemengd naaldhout	Publiek	I	FALSE	TRUE	recent	0.727235	78	FALSE	78	0.410525188510164	VBI 2	Arm Eiken-beukenbos	0.272765	1	2017	Volledig in bos
177127	1	177127_1	1	1	1999	10	2	naaldhout	Publiek	NA	FALSE	FALSE	NA	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1999	Volledig in bos
177129	2	177129_2	0.59	2	2010	1	4	niet van toepassing	Publiek	I	FALSE	FALSE	NA	0.3617832	69	FALSE	69	-1.73298369209133	VBI 2	Eiken-beukenbos	0.6382168	0.59	2010	Rand
177131	2	177131_2	0.74	2	2010	1	6	niet van toepassing	Privaat	I	FALSE	FALSE	NA	0.4479652	78	FALSE	78	-1.22749464443033	VBI 2	Arm Eiken-beukenbos	0.5520348	0.74	2010	Rand
177133	2	177133_2	1	2	2017	10	3	NA	Publiek	J	FALSE	TRUE	NA	0.6434242	78	FALSE	78	-0.0810559012267476	VBI 2	Arm Eiken-beukenbos	0.3565758	1	2017	Volledig in bos
177134	1	177134_1	1	1	1999	10	2	loofhout	Publiek	I	FALSE	FALSE	recent	0.7235129	78	FALSE	78	0.388693706480286	VBI 1	Arm Eiken-beukenbos	0.2764871	1	1999	Volledig in bos
177134	2	177134_2	1	2	2017	10	1	loofhout	Publiek	I	FALSE	TRUE	recent	0.7235129	78	FALSE	78	0.388693706480286	VBI 2	Arm Eiken-beukenbos	0.2764871	1	2017	Volledig in bos
177135	1	177135_1	1	1	1999	10	2	naaldhout	Publiek	I	FALSE	FALSE	NA	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1999	Volledig in bos
177140	1	177140_1	1	1	1999	1	2	naaldhout	Publiek	NA	FALSE	FALSE	recent	0.738861	78	FALSE	78	0.478715943750316	VBI 1	Arm Eiken-beukenbos	0.261139	1	1999	Volledig in bos
177140	2	177140_2	1	2	2010	1	3	naaldhout	Publiek	I	FALSE	TRUE	recent	0.738861	78	FALSE	78	0.478715943750316	VBI 2	Arm Eiken-beukenbos	0.261139	1	2010	Volledig in bos
177141	1	177141_1	1	1	1999	10	2	naaldhout	Publiek	NA	FALSE	FALSE	recent	0.6909347	78	FALSE	78	0.197610611489341	VBI 1	Arm Eiken-beukenbos	0.3090653	1	1999	Volledig in bos
177141	2	177141_2	1	2	2017	10	1	naaldhout	Publiek	I	FALSE	TRUE	recent	0.6909347	78	FALSE	78	0.197610611489341	VBI 2	Arm Eiken-beukenbos	0.3090653	1	2017	Volledig in bos
177142	1	177142_1	1	1	1999	10	1	naaldhout	Publiek	NA	FALSE	FALSE	recent	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1999	Volledig in bos
177144	2	177144_2	1	2	2017	10	2	loofhout	Publiek	I	FALSE	TRUE	NA	0.4409391	78	FALSE	78	-1.2687052986014	VBI 2	Arm Eiken-beukenbos	0.5590609	1	2017	Volledig in bos
177149	1	177149_1	1	1	1999	10	1	naaldhout	Publiek	I	FALSE	FALSE	recent	0.8756887	78	FALSE	78	1.2812606023408	VBI 1	Arm Eiken-beukenbos	0.1243113	1	1999	Volledig in bos
177149	2	177149_2	1	2	2017	10	3	NA	Publiek	I	FALSE	TRUE	recent	0.8756887	78	FALSE	78	1.2812606023408	VBI 2	Arm Eiken-beukenbos	0.1243113	1	2017	Volledig in bos
177151	1	177151_1	1	1	1999	10	3	naaldhout	Publiek	I	FALSE	FALSE	recent	0.6495578	79	FALSE	79	-0.0450800869878869	VBI 1	Arm Eiken-beukenbos	0.3504422	1	1999	Volledig in bos
177151	2	177151_2	0.86	2	2017	10	4	NA	Privaat	I	FALSE	TRUE	recent	0.6495578	79	FALSE	79	-0.0450800869878869	VBI 2	Arm Eiken-beukenbos	0.3504422	0.86	2017	Rand
177152	1	177152_1	1	1	1999	10	1	loofhout	Publiek	C	FALSE	FALSE	NA	NA	20	FALSE	20	NA	VBI 1	Elzenbroekbos	NA	1	1999	Volledig in bos
177156	1	177156_1	1	1	1999	1	2	loofhout	Publiek	NA	FALSE	FALSE	recent	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1999	Volledig in bos
177157	1	177157_1	1	1	1999	10	1	loofhout	Publiek	NA	FALSE	FALSE	recent	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1999	Volledig in bos
177158	2	177158_2	1	2	2017	10	3	loofhout	Privaat	B	TRUE	TRUE	NA	0.6376104	20	FALSE	20	-0.11515597114032	VBI 2	Elzenbroekbos	0.3623896	1	2017	Volledig in bos
178001	1	178001_1	1	1	1998	9	1	naaldhout	Publiek	I	FALSE	FALSE	recent	0.8104973	78	TRUE	78	0.898889124518432	VBI 1	Arm Eiken-beukenbos	0.1895027	1	1998	Volledig in bos
178001	2	178001_1	1	1	2016	9	3	naaldhout	Publiek	I	TRUE	TRUE	recent	0.8104973	78	TRUE	78	0.898889124518432	VBI 2	Arm Eiken-beukenbos	0.1895027	1	2016	Volledig in bos
