IDPlots	Periode	IDGroup	PlotWeight	Replaced	Paired_1_2	fPeriode	Reeks	DateDendro	OwnerType	ForestTypeGroupCode	v11_Volume_ha	v1_HomogeenDen	Weight	Year
243109	2	243109_2	0.61	FALSE	FALSE	2	8	2015	Private	I	10.1846784699814	0	0.61	2015
243111	2	243111_2	0.97	FALSE	FALSE	2	8	2015	Private	J	114.394458478659	0	0.97	2015
243113	1	243113_1	1	FALSE	TRUE	1	9	1999	Public	I	381.781732811699	0	1	1999
243113	2	243113_1	1	FALSE	TRUE	2	9	2016	Public	I	433.132421556611	0	1	2016
243118	1	243118_1	1	FALSE	FALSE	1	8	1998	Private	C	263.225534608478	0	1	1998
243118	2	243118_2	0.89	FALSE	FALSE	2	8	2015	Private	I	348.998113167192	0	0.89	2015
243123	2	243123_2	0.95	FALSE	FALSE	2	9	2016	Private	D	32.8562185228675	0	0.95	2016
243127	1	243127_1	1	FALSE	TRUE	1	8	1999	Private	NA	325.130925979711	0	1	1999
243127	2	243127_1	1	FALSE	TRUE	2	8	2015	Public	I	151.536878626909	0	1	2015
243134	2	243134_2	1	FALSE	FALSE	2	8	2015	Private	C	357.415175436322	0	1	2015
243140	1	243140_1	1	FALSE	TRUE	1	9	1999	Private	NA	343.053801885913	0	1	1999
243140	2	243140_1	1	FALSE	TRUE	2	9	2016	Private	I	563.59514664023	0	1	2016
243142	1	243142_1	1	FALSE	FALSE	1	8	1999	Private	NA	345.06046179384	1	1	1999
243142	2	243142_2	0.86	FALSE	FALSE	2	8	2015	Private	I	333.770003385663	1	0.86	2015
243144	1	243144_1	1	FALSE	TRUE	1	8	1999	Private	NA	390.849279653095	0	1	1999
243144	2	243144_1	1	FALSE	TRUE	2	8	2015	Private	I	506.202801789019	0	1	2015
243148	1	243148_1	1	FALSE	FALSE	1	9	1999	Private	I	84.3812554257587	0	1	1999
243148	2	243148_2	1	FALSE	FALSE	2	9	2016	Private	I	309.032612867346	0	1	2016
243153	2	243153_2	0.63	FALSE	FALSE	2	9	2016	Private	I	288.170960649575	0	0.63	2016
243158	1	243158_1	1	FALSE	FALSE	1	8	1999	Public	NA	239.704134283069	1	1	1999
243158	2	243158_2	0.85	FALSE	FALSE	2	8	2015	Public	I	241.332000832032	0	0.85	2015
243160	1	243160_1	1	FALSE	FALSE	1	8	1999	Private	NA	387.089627103371	0	1	1999
243160	2	243160_2	0.86	FALSE	FALSE	2	8	2015	Private	I	524.4535473237	0	0.86	2015
244003	2	244003_2	1	FALSE	FALSE	2	7	2014	Private	D	120.971549690086	0	1	2014
244006	2	244006_2	1	FALSE	FALSE	2	6	2015	Private	NA	75.29575947828	0	1	2015
244009	1	244009_1	1	FALSE	FALSE	1	7	1999	Private	NA	378.872606972398	1	1	1999
244009	2	244009_2	0.95	FALSE	FALSE	2	7	2014	Private	I	0	0	0.95	2014
244017	2	244017_2	0.99	FALSE	FALSE	2	7	2014	Private	C	151.890879832154	0	0.99	2014
244018	2	244018_2	1	FALSE	FALSE	2	7	2014	Private	D	144.356344667949	0	1	2014
244019	1	244019_1	1	FALSE	FALSE	1	7	1999	Private	I	316.686368208845	0	1	1999
244019	2	244019_2	1	FALSE	FALSE	2	7	2014	Private	I	764.144838213756	0	1	2014
244020	1	244020_1	1	FALSE	FALSE	1	7	1999	Private	D	468.271033593622	0	1	1999
244034	1	244034_1	1	FALSE	FALSE	1	7	1999	Private	I	426.827681752093	1	1	1999
244034	2	244034_2	1	FALSE	FALSE	2	7	2014	Private	I	740.046468638328	1	1	2014
244035	1	244035_1	1	FALSE	FALSE	1	7	1999	Private	I	290.021990059769	0	1	1999
244035	2	244035_2	1	FALSE	FALSE	2	7	2014	Public	J	88.4157372000562	0	1	2014
244043	1	244043_1	1	FALSE	FALSE	1	7	1999	Private	NA	111.475273002825	0	1	1999
244043	2	244043_2	0.88	FALSE	FALSE	2	7	2014	Public	I	196.556749920767	0	0.88	2014
244049	1	244049_1	1	FALSE	FALSE	1	7	1999	Private	I	304.034289469695	1	1	1999
244051	1	244051_1	1	FALSE	FALSE	1	7	1999	Private	I	440.96521094212	1	1	1999
244051	2	244051_2	0.84	FALSE	FALSE	2	7	2014	Public	I	576.909217561839	0.6	0.84	2014
244053	1	244053_1	1	FALSE	FALSE	1	6	1999	Private	I	248.935986490417	0	1	1999
244053	2	244053_2	1	FALSE	FALSE	2	6	2014	Public	I	498.665089098418	0	1	2014
244057	1	244057_1	1	FALSE	FALSE	1	7	1999	Private	NA	301.709928903808	1	1	1999
244058	2	244058_2	0.97	FALSE	FALSE	2	7	2014	Public	I	481.570917196801	0.73	0.97	2014
244059	1	244059_1	1	FALSE	FALSE	1	7	1999	Private	NA	368.044508578481	1	1	1999
244059	2	244059_2	0.88	FALSE	FALSE	2	7	2014	Private	I	468.258527332005	0	0.88	2014
244068	1	244068_1	1	FALSE	FALSE	1	7	1999	Private	I	227.265451954151	1	1	1999
244068	2	244068_2	0.88	FALSE	FALSE	2	7	2014	Public	I	452.139093507523	1	0.88	2014
244073	1	244073_1	1	FALSE	TRUE	1	7	1999	Private	NA	356.327094426431	1	1	1999
244073	2	244073_1	1	FALSE	TRUE	2	7	2014	Private	I	524.252667180012	1	1	2014
244076	1	244076_1	1	FALSE	FALSE	1	7	1999	Private	NA	192.79436979625	1	1	1999
244076	2	244076_2	0.8	FALSE	FALSE	2	7	2014	Public	I	328.321400401926	1	0.8	2014
244077	2	244077_2	0.8	FALSE	FALSE	2	6	2014	Private	NA	179.886755355885	0	0.8	2014
244080	1	244080_1	1	FALSE	FALSE	1	6	1999	Private	NA	407.931855739816	1	1	1999
244080	2	244080_2	1	FALSE	FALSE	2	6	2014	Private	I	489.956174522374	1	1	2014
244087	1	244087_1	1	FALSE	FALSE	1	6	1999	Private	I	425.130754956307	1	1	1999
244087	2	244087_2	1	FALSE	FALSE	2	6	2014	Private	I	305.123078080684	1	1	2014
244088	1	244088_1	1	FALSE	FALSE	1	6	1999	Private	I	550.921605813671	1	1	1999
244094	1	244094_1	1	FALSE	TRUE	1	6	1999	Private	NA	37.0335966074024	0	1	1999
244094	2	244094_1	1	FALSE	TRUE	2	6	2014	Private	I	113.069256334442	0	1	2014
244096	1	244096_1	1	FALSE	FALSE	1	6	1999	Private	NA	78.9537641861944	0	1	1999
244096	2	244096_2	1	FALSE	FALSE	2	6	2014	Private	I	376.585259260982	0.99	1	2014
244100	1	244100_1	1	FALSE	TRUE	1	7	1999	Private	C	134.326779501822	0	1	1999
244100	2	244100_1	1	FALSE	TRUE	2	7	2014	Private	C	410.988839469793	0	1	2014
244101	1	244101_1	1	FALSE	TRUE	1	6	1999	Private	I	388.66203196689	1	1	1999
244101	2	244101_1	1	FALSE	TRUE	2	6	2014	Private	I	290.667248416746	1	1	2014
244102	1	244102_1	1	FALSE	FALSE	1	6	1999	Private	I	0	0	1	1999
244104	1	244104_1	1	FALSE	FALSE	1	6	1999	Private	I	283.239599851801	1	1	1999
244104	2	244104_2	1	FALSE	FALSE	2	6	2014	Public	I	331.732213630558	0	1	2014
244110	1	244110_1	1	FALSE	FALSE	1	6	1999	Private	NA	409.107033366074	1	1	1999
244110	2	244110_2	0.98	FALSE	FALSE	2	6	2014	Public	I	477.576606535967	1	0.98	2014
244112	1	244112_1	1	FALSE	FALSE	1	6	1999	Private	NA	343.470279732825	1	1	1999
244112	2	244112_2	0.99	FALSE	FALSE	2	6	2014	Private	I	356.889767637611	1	0.99	2014
244115	1	244115_1	1	FALSE	FALSE	1	7	1999	Private	I	372.976623589971	1	1	1999
244115	2	244115_2	1	FALSE	FALSE	2	7	2014	Private	I	591.755076163976	1	1	2014
244124	1	244124_1	1	FALSE	FALSE	1	7	1999	Private	NA	470.330273486744	1	1	1999
244124	2	244124_2	1	FALSE	FALSE	2	7	2014	Private	I	393.879776048285	0.32	1	2014
244129	1	244129_1	1	FALSE	FALSE	1	7	1999	Private	I	319.212486901914	1	1	1999
244129	2	244129_2	0.96	FALSE	FALSE	2	7	2014	Private	I	413.915227418608	0.96	0.96	2014
244134	2	244134_2	0.93	FALSE	FALSE	2	6	2014	Private	C	86.0690578513499	0	0.93	2014
244137	2	244137_2	0.64	FALSE	FALSE	2	7	2014	Private	I	380.267764244049	0	0.64	2014
244138	1	244138_1	1	FALSE	FALSE	1	7	1999	Private	NA	392.357612074444	1	1	1999
244151	1	244151_1	1	FALSE	FALSE	1	6	1999	Private	D	3.76699618133431	0	1	1999
244151	2	244151_2	1	FALSE	FALSE	2	6	2014	Public	D	219.289421684293	0	1	2014
244153	1	244153_1	1	FALSE	FALSE	1	7	1999	Private	NA	82.4571242507639	0	1	1999
244153	2	244153_2	1	FALSE	FALSE	2	7	2014	Private	I	291.54828250435	0.67	1	2014
244158	1	244158_1	1	FALSE	FALSE	1	6	1999	Private	NA	312.781986501988	1	1	1999
244158	2	244158_2	0.95	FALSE	FALSE	2	6	2014	Public	I	555.719839344907	1	0.95	2014
244159	2	244159_2	0.71	FALSE	FALSE	2	6	2014	Private	D	414.889193832024	0	0.71	2014
245008	2	245008_2	0.63	FALSE	FALSE	2	2	2011	Private	I	350.403304607246	0	0.63	2011
245010	1	245010_1	1	FALSE	TRUE	1	3	1999	Private	NA	56.9478879168479	0	1	1999
245010	2	245010_1	1	FALSE	TRUE	2	3	2011	Private	D	206.927184167644	0	1	2011
245012	1	245012_1	1	FALSE	TRUE	1	3	1999	Private	NA	292.316706373997	1	1	1999
245012	2	245012_1	1	FALSE	TRUE	2	3	2011	Private	I	342.474473797324	0	1	2011
245027	1	245027_1	1	FALSE	TRUE	1	3	1999	Private	NA	196.256567826546	0	1	1999
245027	2	245027_1	1	FALSE	TRUE	2	3	2011	Private	D	472.439159847524	0	1	2011
245028	1	245028_1	1	FALSE	TRUE	1	3	1999	Private	NA	278.705063524311	1	1	1999
245028	2	245028_1	1	FALSE	TRUE	2	3	2011	Private	I	280.094523761912	0	1	2011
245052	1	245052_1	1	FALSE	FALSE	1	3	1999	Private	D	0	0	1	1999
245052	2	245052_2	0.7	FALSE	FALSE	2	3	2011	Private	I	301.074677146518	0	0.7	2011
245061	1	245061_1	1	FALSE	TRUE	1	2	1999	Private	NA	285.819684527152	0	1	1999
245061	2	245061_1	1	FALSE	TRUE	2	2	2011	Private	D	395.264655629918	0	1	2011
245064	1	245064_1	1	FALSE	FALSE	1	2	1999	Private	NA	31.0489883334695	0	1	1999
245064	2	245064_2	1	FALSE	FALSE	2	2	2011	Private	D	132.539216422102	0	1	2011
245072	1	245072_1	1	FALSE	FALSE	1	2	1999	Private	D	45.8292664572156	0	1	1999
245074	2	245074_2	0.7	FALSE	FALSE	2	3	2011	Private	D	195.389568768573	0	0.7	2011
245075	1	245075_1	1	FALSE	TRUE	1	3	1999	Public	NA	398.431282009585	0	1	1999
245075	2	245075_1	1	FALSE	TRUE	2	3	2011	Public	I	326.600177811672	0	1	2011
245078	1	245078_1	1	FALSE	TRUE	1	2	1999	Private	NA	170.354452654804	0	1	1999
245078	2	245078_1	1	FALSE	TRUE	2	2	2011	Private	I	338.046567586304	0	1	2011
245081	1	245081_1	1	FALSE	TRUE	1	3	1999	Private	D	43.5057415731134	0	1	1999
245081	2	245081_1	1	FALSE	TRUE	2	3	2011	Private	NA	230.514645680763	0	1	2011
245085	1	245085_1	1	FALSE	TRUE	1	2	1999	Private	I	135.143230904493	0	1	1999
245085	2	245085_1	1	FALSE	TRUE	2	2	2011	Private	I	207.792548649886	0	1	2011
245086	1	245086_1	1	FALSE	TRUE	1	2	1999	Private	I	317.089245188792	0	1	1999
245086	2	245086_1	1	FALSE	TRUE	2	2	2011	Private	H	471.626163383833	0	1	2011
245095	2	245095_2	0.56	FALSE	FALSE	2	2	2011	Private	C	50.3601665481221	0	0.56	2011
245100	2	245100_2	1	FALSE	FALSE	2	3	2011	Private	G	107.737069832622	0	1	2011
245104	2	245104_2	0.41	FALSE	FALSE	2	2	2011	Private	E	518.80153068315	0	0.41	2011
245122	1	245122_1	1	FALSE	TRUE	1	3	1999	Private	NA	207.298297025743	0	1	1999
245122	2	245122_1	1	FALSE	TRUE	2	3	2011	Private	E	286.218393738874	0	1	2011
245123	1	245123_1	1	FALSE	TRUE	1	3	1999	Private	NA	356.000536663801	0	1	1999
245123	2	245123_1	1	FALSE	TRUE	2	3	2011	Private	E	410.763285136849	0	1	2011
245129	1	245129_1	1	FALSE	FALSE	1	3	1999	Private	E	145.925572799517	0	1	1999
245133	1	245133_1	1	FALSE	TRUE	1	2	1999	Private	D	224.064373620434	0	1	1999
245133	2	245133_1	1	FALSE	TRUE	2	2	2011	Private	D	510.08797440772	0	1	2011
245147	1	245147_1	1	FALSE	FALSE	1	3	1999	Private	E	251.027848304976	0	1	1999
245147	2	245147_2	1	FALSE	FALSE	2	3	2011	Private	C	178.430027827958	0	1	2011
245148	1	245148_1	1	FALSE	TRUE	1	3	1999	Private	D	39.1393389851265	0	1	1999
245148	2	245148_1	1	FALSE	TRUE	2	3	2011	Private	D	228.169370822929	0	1	2011
245152	1	245152_1	1	FALSE	FALSE	1	2	1999	Private	D	0	0	1	1999
245159	1	245159_1	1	FALSE	FALSE	1	2	1999	Private	NA	37.7491651339411	0	1	1999
245159	2	245159_2	1	FALSE	FALSE	2	2	2011	Private	D	162.035707077857	0	1	2011
246001	1	246001_1	1	FALSE	TRUE	1	1	1999	Public	I	358.211258054765	0	1	1999
246001	2	246001_1	0.73	FALSE	TRUE	2	1	2010	Private	I	500.68632217339	1	0.73	2010
246007	2	246007_2	1	FALSE	FALSE	2	10	2017	Private	NA	162.994802893155	0	1	2017
246009	1	246009_1	1	FALSE	FALSE	1	1	1999	Private	NA	132.865122869765	0	1	1999
246009	2	246009_2	1	FALSE	FALSE	2	1	2010	Private	I	263.13255458038	0	1	2010
246024	2	246024_2	0.81	FALSE	FALSE	2	10	2017	Private	I	165.228529278229	0	0.81	2017
246028	1	246028_1	1	FALSE	TRUE	1	1	1999	Private	NA	240.957810932452	1	1	1999
246028	2	246028_1	1	FALSE	TRUE	2	1	2010	Private	I	415.662383177856	1	1	2010
246033	1	246033_1	1	FALSE	TRUE	1	1	1999	Private	I	344.358840538859	1	1	1999
246033	2	246033_1	1	FALSE	TRUE	2	1	2009	Private	I	422.075688989616	0	1	2009
246038	1	246038_1	1	FALSE	TRUE	1	10	1999	Private	I	158.759222479009	0	1	1999
246038	2	246038_1	1	FALSE	TRUE	2	10	2017	Private	I	431.725639436663	0	1	2017
246039	1	246039_1	1	FALSE	TRUE	1	10	1999	Private	I	162.956884288064	0	1	1999
246039	2	246039_1	1	FALSE	TRUE	2	10	2017	Private	I	351.250669603892	0	1	2017
246041	1	246041_1	1	FALSE	FALSE	1	1	1999	Private	NA	157.389946801471	0	1	1999
246042	2	246042_2	0.81	FALSE	FALSE	2	1	2009	Private	D	21.294726543715	0	0.81	2009
246043	1	246043_1	1	FALSE	TRUE	1	1	1999	Private	NA	50.4751434937015	0	1	1999
246043	2	246043_1	1	FALSE	TRUE	2	1	2009	Private	D	184.592559932911	0	1	2009
246046	2	246046_2	1	FALSE	FALSE	2	10	2017	Private	I	533.633899092522	0	1	2017
246048	1	246048_1	1	FALSE	TRUE	1	10	1999	Private	NA	45.5125533010303	0	1	1999
246048	2	246048_1	1	FALSE	TRUE	2	10	2017	Private	I	220.619376215726	0	1	2017
246050	1	246050_1	1	FALSE	FALSE	1	1	1999	Private	E	232.548449641035	0	1	1999
246054	1	246054_1	1	FALSE	TRUE	1	10	1999	Public	D	114.552893595795	0	1	1999
246054	2	246054_1	1	FALSE	TRUE	2	10	2017	Public	D	232.741003779887	0	1	2017
246055	2	246055_2	1	FALSE	FALSE	2	10	2017	Private	D	172.903446307794	0	1	2017
246058	1	246058_1	1	FALSE	TRUE	1	1	1999	Private	NA	148.224864365535	0	1	1999
246058	2	246058_1	1	FALSE	TRUE	2	1	2009	Private	D	214.880743403079	0	1	2009
246060	1	246060_1	1	FALSE	TRUE	1	1	1999	Private	NA	234.088306415344	0	1	1999
246060	2	246060_1	1	FALSE	TRUE	2	1	2009	Private	D	243.893738785777	0	1	2009
246061	1	246061_1	1	FALSE	FALSE	1	10	1999	Private	NA	115.681943420573	0	1	1999
246061	2	246061_2	1	FALSE	FALSE	2	10	2018	Private	D	356.533473848955	0	1	2018
246063	1	246063_1	1	FALSE	FALSE	1	10	1999	Private	NA	128.372599917591	0	1	1999
246067	1	246067_1	1	FALSE	FALSE	1	1	1999	Public	D	264.963544508643	0	1	1999
246067	2	246067_2	1	FALSE	FALSE	2	1	2009	Public	D	211.599607478499	0	1	2009
246077	1	246077_1	1	FALSE	FALSE	1	10	1999	Private	NA	93.5862895613995	0	1	1999
246088	1	246088_1	1	FALSE	TRUE	1	10	1999	Private	I	250.125305813594	0	1	1999
246088	2	246088_1	1	FALSE	TRUE	2	10	2017	Private	I	489.773992391622	0	1	2017
246096	1	246096_1	1	FALSE	TRUE	1	10	1999	Private	I	221.996391081563	0	1	1999
246096	2	246096_1	1	FALSE	TRUE	2	10	2017	Private	I	332.030474505043	0	1	2017
246100	1	246100_1	1	FALSE	TRUE	1	1	1999	Private	D	228.560326056997	0	1	1999
246100	2	246100_1	1	FALSE	TRUE	2	1	2009	Private	D	320.877039904874	0	1	2009
246101	1	246101_1	1	FALSE	FALSE	1	10	1999	Private	D	0.511679311495162	0	1	1999
246105	2	246105_2	0.61	FALSE	FALSE	2	1	2010	Private	D	89.0535884247277	0	0.61	2010
246108	2	246108_2	0.77	FALSE	FALSE	2	1	2009	Private	E	35.0719712001204	0	0.77	2009
246116	1	246116_1	1	FALSE	TRUE	1	1	1999	Private	D	123.609346480765	0	1	1999
246116	2	246116_1	1	FALSE	TRUE	2	1	2009	Private	D	192.001036069927	0	1	2009
246119	1	246119_1	1	FALSE	TRUE	1	10	1999	Private	D	192.774922007641	0	1	1999
246119	2	246119_1	1	FALSE	TRUE	2	10	2018	Private	G	312.400109249181	0	1	2018
246120	2	246120_2	1	FALSE	FALSE	2	10	2018	Private	D	8.57050374329105	0	1	2018
246127	2	246127_2	0.55	FALSE	FALSE	2	10	2017	Private	D	270.632363584612	0	0.55	2017
246128	1	246128_1	1	FALSE	FALSE	1	10	1999	Private	NA	0	0	1	1999
246128	2	246128_2	1	FALSE	FALSE	2	10	2017	Private	D	104.285422529618	0	1	2017
246135	1	246135_1	1	FALSE	FALSE	1	10	1999	Private	D	128.362825262716	0	1	1999
246135	2	246135_2	1	FALSE	FALSE	2	10	2017	Private	D	175.489616871901	0	1	2017
246142	1	246142_1	1	FALSE	FALSE	1	10	1999	Private	NA	41.4822555372356	0	1	1999
246142	2	246142_2	1	FALSE	FALSE	2	10	2017	Private	D	16.8111110192796	0	1	2017
246152	1	246152_1	1	FALSE	TRUE	1	10	1999	Private	I	392.229817181476	0	1	1999
246152	2	246152_1	1	FALSE	TRUE	2	10	2017	Private	G	597.467397787492	0	1	2017
246153	2	246153_2	0.6	FALSE	FALSE	2	1	2010	Private	E	529.569552231845	0	0.6	2010
246159	1	246159_1	1	FALSE	TRUE	1	10	1999	Private	NA	460.534254579516	0	1	1999
246159	2	246159_1	1	FALSE	TRUE	2	10	2017	Private	I	606.250115036491	0	1	2017
247002	2	247002_2	0.86	FALSE	FALSE	2	9	2016	Private	I	185.026319345583	0	0.86	2016
247004	1	247004_1	1	FALSE	TRUE	1	9	1999	Public	I	121.653444580839	0	1	1999
247004	2	247004_1	1	FALSE	TRUE	2	9	2016	Public	I	327.450571209493	0	1	2016
247006	1	247006_1	1	FALSE	FALSE	1	8	1999	Private	G	305.126927146378	1	1	1999
247006	2	247006_2	0.63	FALSE	FALSE	2	8	2015	Private	I	162.810046960102	0	0.63	2015
247024	2	247024_2	0.78	FALSE	FALSE	2	8	2015	Private	D	160.578620959398	0	0.78	2015
247026	2	247026_2	0.81	FALSE	FALSE	2	9	2016	Private	D	71.4270236109995	0	0.81	2016
247031	1	247031_1	1	FALSE	FALSE	1	8	1999	Private	NA	56.4336818609008	0	1	1999
247031	2	247031_2	0.54	FALSE	FALSE	2	8	2015	Private	C	98.2810843569201	0	0.54	2015
247032	1	247032_1	1	FALSE	FALSE	1	8	1999	Private	NA	131.93027252262	0	1	1999
247032	2	247032_2	1	FALSE	FALSE	2	8	2015	Private	B	22.5575998365204	0	1	2015
247042	1	247042_1	1	FALSE	FALSE	1	9	1999	Private	NA	239.923457900575	0	1	1999
247042	2	247042_2	1	FALSE	FALSE	2	9	2016	Private	I	290.615197615205	0	1	2016
247044	1	247044_1	1	FALSE	TRUE	1	9	1999	Private	NA	250.611056593363	0	1	1999
247044	2	247044_1	1	FALSE	TRUE	2	9	2016	Private	I	584.338790880289	0	1	2016
247049	1	247049_1	1	FALSE	FALSE	1	9	1999	Private	I	206.612185715756	0	1	1999
247050	1	247050_1	1	FALSE	FALSE	1	9	1999	Private	C	93.4993743006747	0	1	1999
247051	2	247051_2	1	FALSE	FALSE	2	9	2016	Public	I	485.84618649929	0	1	2016
247052	1	247052_1	1	FALSE	FALSE	1	9	1999	Private	I	158.030196509508	0	1	1999
247052	2	247052_2	1	FALSE	FALSE	2	9	2016	Private	I	308.239876125281	0	1	2016
247056	1	247056_1	1	FALSE	FALSE	1	8	1999	Private	I	287.753447177514	0	1	1999
247057	1	247057_1	1	FALSE	FALSE	1	9	1999	Private	NA	13.5357590835196	0	1	1999
247057	2	247057_2	1	FALSE	FALSE	2	9	2016	Private	I	192.091434874605	0	1	2016
247062	1	247062_1	1	FALSE	FALSE	1	8	1999	Public	NA	302.35234749097	1	1	1999
247068	1	247068_1	1	FALSE	TRUE	1	9	1999	Private	I	132.953598949161	0	1	1999
247068	2	247068_1	1	FALSE	TRUE	2	9	2016	Private	I	293.157954847134	0	1	2016
247080	1	247080_1	1	FALSE	TRUE	1	8	1999	Private	NA	237.279966101472	0	1	1999
247080	2	247080_1	1	FALSE	TRUE	2	8	2015	Private	I	488.915017842705	0	1	2015
247082	1	247082_1	1	FALSE	FALSE	1	9	1999	Private	I	64.7629151052526	0	1	1999
247082	2	247082_2	1	FALSE	FALSE	2	9	2016	Private	I	239.297839869955	0	1	2016
247087	1	247087_1	1	FALSE	FALSE	1	8	1999	Private	I	313.159966375237	0	1	1999
247087	2	247087_2	1	FALSE	FALSE	2	8	2015	Private	I	145.488497754097	0	1	2015
247088	1	247088_1	1	FALSE	FALSE	1	8	1999	Private	I	2.83526637279764	0	1	1999
247088	2	247088_2	1	FALSE	FALSE	2	8	2015	Private	I	346.440365482706	0	1	2015
247090	1	247090_1	1	FALSE	FALSE	1	9	1999	Public	NA	206.914549787986	0	1	1999
247090	2	247090_2	1	FALSE	FALSE	2	9	2016	Public	I	255.497833838514	0	1	2016
247096	1	247096_1	1	FALSE	TRUE	1	8	1999	Public	NA	248.56663423826	0	1	1999
247096	2	247096_1	1	FALSE	TRUE	2	8	2015	Public	I	426.837813144253	0	1	2015
247100	1	247100_1	1	FALSE	TRUE	1	9	1999	Private	I	245.841446557968	0	1	1999
247100	2	247100_1	1	FALSE	TRUE	2	9	2016	Private	G	377.345021429884	0	1	2016
247109	1	247109_1	1	FALSE	FALSE	1	8	1999	Private	NA	145.452357842661	0	1	1999
247109	2	247109_2	1	FALSE	FALSE	2	8	2015	Public	I	363.305349744887	0	1	2015
247112	1	247112_1	1	FALSE	TRUE	1	8	1999	Private	D	130.928230441854	0	1	1999
247112	2	247112_1	1	FALSE	TRUE	2	8	2015	Public	D	277.431549462581	0	1	2015
247113	1	247113_1	1	FALSE	FALSE	1	9	1999	Private	D	333.940756969612	0	1	1999
247113	2	247113_2	1	FALSE	FALSE	2	9	2016	Private	D	43.2353681827828	0	1	2016
247115	1	247115_1	1	FALSE	FALSE	1	9	1999	Private	J	167.320589521134	0	1	1999
247115	2	247115_2	1	FALSE	FALSE	2	9	2016	Private	J	121.437330560792	0	1	2016
247116	1	247116_1	1	FALSE	FALSE	1	9	1999	Private	D	54.680492205274	0	1	1999
247116	2	247116_2	1	FALSE	FALSE	2	9	2016	Private	D	290.969749680941	0	1	2016
247117	2	247117_2	1	FALSE	FALSE	2	8	2015	Public	D	289.512566613876	0	1	2015
247120	1	247120_1	1	FALSE	FALSE	1	8	1999	Private	C	292.415829821714	0	1	1999
247120	2	247120_2	1	FALSE	FALSE	2	8	2015	Private	I	296.772053466215	0	1	2015
247121	1	247121_1	1	FALSE	TRUE	1	9	1999	Private	NA	175.555778166504	0	1	1999
247121	2	247121_1	1	FALSE	TRUE	2	9	2016	Private	I	262.098306743757	0	1	2016
247122	1	247122_1	1	FALSE	TRUE	1	9	1999	Private	NA	210.02805810972	0	1	1999
247122	2	247122_1	1	FALSE	TRUE	2	9	2016	Private	D	300.698917143331	0	1	2016
247127	1	247127_1	1	FALSE	FALSE	1	8	1999	Private	I	289.277413875561	0	1	1999
247127	2	247127_2	1	FALSE	FALSE	2	8	2015	Public	I	77.7296533753116	0	1	2015
247128	1	247128_1	1	FALSE	FALSE	1	8	1999	Public	I	220.342351824604	0	1	1999
247128	2	247128_2	0.74	FALSE	FALSE	2	8	2015	Private	I	67.5979414621229	0	0.74	2015
247130	1	247130_1	1	FALSE	TRUE	1	9	1999	Private	C	147.537468836979	0	1	1999
247130	2	247130_1	1	FALSE	TRUE	2	9	2016	Private	C	237.339768276439	0	1	2016
247135	1	247135_1	1	FALSE	FALSE	1	8	1999	Public	C	118.815444126555	0	1	1999
247136	1	247136_1	1	FALSE	TRUE	1	8	1999	Public	I	153.788773764759	0	1	1999
247136	2	247136_1	1	FALSE	TRUE	2	8	2015	Public	I	378.329734719219	0	1	2015
247137	1	247137_1	1	FALSE	FALSE	1	9	1999	Private	NA	361.803022311904	0	1	1999
247143	2	247143_2	1	FALSE	FALSE	2	8	2015	Private	I	205.462466178254	0	1	2015
247150	1	247150_1	1	FALSE	TRUE	1	8	1999	Public	I	399.068787817692	0	1	1999
247150	2	247150_1	1	FALSE	TRUE	2	8	2015	Public	I	373.812752047441	0	1	2015
247158	1	247158_1	1	FALSE	TRUE	1	8	1999	Public	NA	301.090654847047	0	1	1999
247158	2	247158_1	1	FALSE	TRUE	2	8	2015	Public	I	382.869079782035	0	1	2015
248003	2	248003_2	1	FALSE	FALSE	2	7	2014	Private	D	216.741802227469	0	1	2014
248026	1	248026_1	1	FALSE	FALSE	1	7	1999	Private	NA	0	0	1	1999
248026	2	248026_2	0.54	FALSE	FALSE	2	7	2014	Private	E	725.430688861682	0	0.54	2014
248058	1	248058_1	1	FALSE	TRUE	1	7	1999	Private	NA	121.353368273349	0	1	1999
248058	2	248058_1	1	FALSE	TRUE	2	7	2014	Private	I	337.6221537128	0	1	2014
248089	1	248089_1	1	FALSE	FALSE	1	7	1999	Private	NA	57.9483561438046	0	1	1999
248094	1	248094_1	1	FALSE	TRUE	1	6	1999	Private	NA	373.290226160073	0	1	1999
248094	2	248094_1	1	FALSE	TRUE	2	6	2014	Private	NA	722.589357604702	0	1	2014
248100	2	248100_2	1	FALSE	FALSE	2	7	2014	Private	E	323.127309742775	0	1	2014
248108	1	248108_1	1	FALSE	TRUE	1	7	1999	Private	NA	153.770468528664	0	1	1999
248108	2	248108_1	1	FALSE	TRUE	2	7	2014	Private	I	290.544522895499	0	1	2014
248113	1	248113_1	1	FALSE	FALSE	1	7	1999	Public	I	162.996817917071	0	1	1999
248113	2	248113_2	1	FALSE	FALSE	2	7	2014	Public	I	377.34091079659	0	1	2014
248121	1	248121_1	1	FALSE	TRUE	1	7	1999	Private	I	273.611266724049	0	1	1999
248121	2	248121_1	1	FALSE	TRUE	2	7	2014	Private	I	481.08172237432	0	1	2014
248132	1	248132_1	1	FALSE	TRUE	1	7	1999	Private	I	277.836890717982	0	1	1999
248132	2	248132_1	1	FALSE	TRUE	2	7	2014	Private	I	580.864479051567	0	1	2014
